day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-21;B.B.1;15.25;39.57;19.11;93.17;-3.86;-53.6
2020-05-11;D.B.2;28.99;35.03;29.27;73.57;-0.28;-38.54
2020-05-12;A.C.2;35.86;56.34;14.57;97.47;21.29;-41.13
2020-05-22;A.B.0;24.31;14.73;16.66;46.08;7.65;-31.35
2020-06-15;B.E.1;33.96;77.03;34.03;58.11;-0.07;18.92
2020-06-19;D.E.0;25.83;79.08;24.65;25.46;1.18;53.62
2020-06-21;E.B.1;33.86;89.05;26.03;75.8;7.83;13.25
2020-06-27;E.E.3;33.69;93.22;35.49;59.91;-1.8;33.31
2020-07-11;D.E.3;11.71;79.75;13.85;9.7;-2.14;70.05
2020-07-20;C.E.3;28.19;2.56;24.08;76.53;4.11;-73.97
2020-07-23;C.E.0;15.57;85.43;15.82;78.69;-0.25;6.74
2020-07-30;C.C.0;24.99;52.43;33.72;31.16;-8.73;21.27
2020-08-14;E.D.2;26.64;24.22;23.25;54.4;3.39;-30.18
2020-08-21;D.E.3;27.59;48.92;33.83;31.5;-6.24;17.42
2020-11-26;C.B.2;10.32;90.38;34.08;49.81;-23.76;40.57
2021-01-14;E.D.3;31.15;24.45;21.57;54.02;9.58;-29.57
2021-01-23;D.D.S;21.21;67.7;30.06;45.18;-8.85;22.52
2021-01-24;C.B.0;35.2;59.21;27.08;79.77;8.12;-20.56
2021-02-07;C.E.3;21.01;13.21;36.95;8.79;-15.94;4.42
2021-02-16;A.B.0;20.59;70.91;23.11;94.39;-2.52;-23.48
2021-03-20;D.D.2;23.83;62.25;29.39;17.31;-5.56;44.94
2021-04-05;D.A.S;32.36;42.93;22.61;84.86;9.75;-41.93
2021-04-07;C.D.1;35.37;79.35;25.98;66.77;9.39;12.58
2021-04-10;A.C.3;21.76;56.87;20.3;98.19;1.46;-41.32
2021-04-26;D.A.3;11.05;58.23;17.95;36.96;-6.9;21.27
2021-05-09;A.A.0;27.79;34.68;35.93;60.66;-8.14;-25.98
2021-05-25;C.D.2;30.72;40.37;20.95;15.97;9.77;24.4
2021-06-08;B.C.S;28.26;4.38;33.71;68.32;-5.45;-63.94
2021-06-11;B.A.1;10.95;69.55;28.91;24.22;-17.96;45.33
2021-06-25;B.D.3;12.44;15.64;25.07;0.16;-12.63;15.48
2021-07-06;B.C.S;29.54;91.56;22.47;31.45;7.07;60.11
2021-07-13;D.A.2;13.28;39.36;13.56;62.29;-0.28;-22.93
2021-07-31;C.C.0;34.85;59.64;23.79;29.8;11.06;29.84
2021-08-04;A.A.S;31.87;7.75;11.55;20.88;20.32;-13.13
2021-08-22;E.D.S;23.49;95.87;35.58;96.03;-12.09;-0.16
2021-08-31;D.B.3;36.49;43.3;23.1;45.84;13.39;-2.54
2021-09-06;C.B.1;32.93;47.49;32.17;36.95;0.76;10.54
2021-09-17;A.C.2;22.19;25.53;32.27;24.28;-10.08;1.25
2021-09-25;A.B.2;13.07;65.77;14.97;83.52;-1.9;-17.75
2021-10-28;D.C.2;25.28;27.43;33.56;24.26;-8.28;3.17
2021-11-11;E.E.0;16.11;84.73;12.46;21.85;3.65;62.88
2021-12-03;A.D.S;25.99;51.16;24.3;83.97;1.69;-32.81
2022-01-08;B.A.2;21.28;13.97;22.03;77.81;-0.75;-63.84
2022-01-09;B.A.S;31.89;41.05;17.51;65.39;14.38;-24.34
2022-01-14;A.E.3;28.28;26.14;11.67;15.03;16.61;11.11
2022-01-21;C.E.S;17.11;49.98;32.45;2.45;-15.34;47.53
2022-02-14;A.A.1;12.54;13.28;21.07;35.74;-8.53;-22.46
2022-02-28;E.B.0;29.54;53.37;31.28;77.27;-1.74;-23.9
2022-03-18;B.E.1;13.81;12.07;19.2;97.25;-5.39;-85.18
2022-03-21;C.B.1;24.35;32.52;23.98;27.98;0.37;4.54
2022-04-05;C.E.S;12.31;63.0;10.53;8.85;1.78;54.15
2022-04-19;C.D.2;23.97;65.67;22.33;32.47;1.64;33.2
2022-05-04;C.E.3;19.56;45.11;22.19;39.11;-2.63;6.0
2022-05-13;D.C.3;32.99;81.34;32.06;36.0;0.93;45.34
2022-06-27;B.B.1;19.58;52.49;16.83;5.92;2.75;46.57
2022-06-30;C.D.1;32.42;65.39;23.61;43.66;8.81;21.73
2022-07-01;A.B.1;29.2;62.03;25.12;91.2;4.08;-29.17
2022-07-14;D.E.0;13.23;66.17;35.25;98.34;-22.02;-32.17
2022-07-21;D.D.2;35.22;72.47;20.21;28.63;15.01;43.84
2022-08-04;D.C.S;26.87;46.77;13.12;43.08;13.75;3.69
2022-08-05;C.A.S;28.17;33.94;10.43;66.72;17.74;-32.78
2020-11-25;E.B.1;24.42;57.71;17.38;99.57;7.04;-41.86
2021-01-11;E.A.2;20.11;46.2;33.66;29.76;-13.55;16.44
2021-03-11;A.B.S;18.02;70.74;25.75;13.41;-7.73;57.33
2021-10-13;C.A.2;11.4;28.36;11.34;85.37;0.06;-57.01
2021-11-02;B.E.1;22.0;49.62;27.65;83.14;-5.65;-33.52
2022-02-15;E.A.1;14.28;78.83;35.38;34.78;-21.1;44.05
2022-02-26;E.A.0;22.71;73.53;14.41;29.97;8.3;43.56
2022-04-08;C.E.2;18.22;90.73;32.44;93.79;-14.22;-3.06
2022-06-28;D.A.1;10.25;8.71;13.0;81.7;-2.75;-72.99
2022-07-25;B.C.1;21.33;26.28;33.98;34.26;-12.65;-7.98
