day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;A.E.3;29.33;98.96;27.1;18.53;2.23;80.43
2020-04-26;B.B.S;18.21;99.16;30.67;61.71;-12.46;37.45
2020-04-27;E.A.0;25.99;56.88;21.73;7.92;4.26;48.96
2020-05-04;A.D.1;23.57;18.28;27.07;60.0;-3.5;-41.72
2020-07-20;C.A.0;14.19;35.86;21.92;39.27;-7.73;-3.41
2020-07-24;D.D.3;22.6;36.51;15.31;25.26;7.29;11.25
2020-08-12;C.A.3;33.35;68.16;11.8;89.35;21.55;-21.19
2020-08-19;E.D.3;24.72;17.93;35.18;21.27;-10.46;-3.34
2020-08-20;D.B.0;20.61;4.95;14.09;37.07;6.52;-32.12
2020-08-29;C.A.0;26.49;56.81;21.45;38.6;5.04;18.21
2020-09-03;A.E.1;33.17;56.6;34.17;18.87;-1.0;37.73
2020-09-03;D.D.1;36.83;65.49;22.68;70.07;14.15;-4.58
2020-09-08;D.B.0;36.54;18.23;32.78;41.11;3.76;-22.88
2020-09-15;B.E.3;33.02;99.73;26.93;51.7;6.09;48.03
2020-09-20;A.D.2;19.58;87.57;16.31;36.27;3.27;51.3
2020-10-01;C.D.S;30.78;93.95;22.52;47.24;8.26;46.71
2020-10-22;C.E.0;18.76;53.65;15.89;16.73;2.87;36.92
2020-11-06;D.C.S;12.16;19.91;31.7;38.15;-19.54;-18.24
2020-11-22;E.E.0;20.39;66.31;24.61;19.85;-4.22;46.46
2020-12-10;C.B.0;14.02;13.53;16.66;68.34;-2.64;-54.81
2020-12-21;E.B.3;10.91;12.77;27.87;60.96;-16.96;-48.19
2021-01-25;C.B.S;32.0;29.42;11.68;65.45;20.32;-36.03
2021-01-29;B.B.0;32.16;45.16;15.06;50.51;17.1;-5.35
2021-02-17;D.B.S;16.79;39.19;27.49;61.06;-10.7;-21.87
2021-02-21;B.E.S;19.8;18.76;21.16;93.45;-1.36;-74.69
2021-02-27;E.A.S;35.93;4.54;13.89;40.85;22.04;-36.31
2021-03-03;B.B.2;12.93;21.12;26.01;82.44;-13.08;-61.32
2021-03-04;B.B.0;18.76;69.59;32.01;60.55;-13.25;9.04
2021-03-19;A.D.3;22.24;3.44;33.96;84.16;-11.72;-80.72
2021-04-11;E.D.2;35.33;9.4;18.1;30.24;17.23;-20.84
2021-04-22;B.B.2;23.25;20.59;10.9;67.74;12.35;-47.15
2021-05-28;B.A.1;17.88;62.07;18.71;12.45;-0.83;49.62
2021-06-06;A.D.2;27.44;41.21;20.63;24.39;6.81;16.82
2021-06-26;C.B.2;14.51;28.07;31.3;29.56;-16.79;-1.49
2021-07-24;C.C.1;24.99;18.77;21.19;51.37;3.8;-32.6
2021-09-07;E.D.1;19.98;37.12;23.9;55.67;-3.92;-18.55
2021-09-09;C.B.0;17.46;27.3;16.64;26.07;0.82;1.23
2021-09-16;B.A.2;36.02;0.69;19.86;77.42;16.16;-76.73
2021-09-20;C.C.1;18.97;19.51;24.03;22.91;-5.06;-3.4
2021-09-25;C.A.0;16.93;23.86;34.42;88.35;-17.49;-64.49
2021-09-28;C.E.0;15.86;80.18;12.67;49.62;3.19;30.56
2021-10-21;B.A.1;23.96;26.15;29.85;14.09;-5.89;12.06
2021-10-24;C.A.2;18.6;92.19;24.09;68.18;-5.49;24.01
2021-11-01;D.D.3;10.5;82.9;13.37;50.24;-2.87;32.66
2021-11-16;B.E.1;33.27;76.07;21.61;64.62;11.66;11.45
2021-12-01;D.C.2;23.36;70.95;23.59;64.25;-0.23;6.7
2021-12-07;D.C.S;24.08;55.44;12.31;26.01;11.77;29.43
2021-12-27;B.D.S;32.03;38.92;13.99;9.98;18.04;28.94
2022-01-06;A.E.2;17.94;62.83;14.84;82.28;3.1;-19.45
2022-02-02;E.E.0;28.66;17.68;33.1;2.93;-4.44;14.75
2022-02-15;B.B.S;16.75;29.24;11.85;41.28;4.9;-12.04
2022-02-19;D.B.1;20.84;75.78;20.27;61.68;0.57;14.1
2022-02-19;B.A.2;17.37;83.47;33.26;47.63;-15.89;35.84
2022-03-03;C.A.0;17.4;83.62;15.49;32.77;1.91;50.85
2022-04-13;B.B.3;27.15;80.05;16.07;46.9;11.08;33.15
2022-06-08;E.E.3;10.47;49.08;29.58;56.67;-19.11;-7.59
2022-06-14;E.C.3;29.02;17.95;37.46;54.2;-8.44;-36.25
2022-06-23;D.D.0;12.52;97.88;14.33;54.02;-1.81;43.86
2022-06-29;E.E.2;17.3;36.49;13.67;52.53;3.63;-16.04
2022-07-01;B.B.2;37.13;64.63;26.32;95.34;10.81;-30.71
2022-07-07;A.D.1;26.28;21.57;25.94;61.15;0.34;-39.58
2022-08-23;B.A.S;19.19;97.97;13.59;19.22;5.6;78.75
2022-08-23;D.E.0;14.33;91.02;26.34;81.48;-12.01;9.54
2022-08-31;B.A.2;17.7;60.52;36.4;46.27;-18.7;14.25
2020-04-18;A.A.S;26.64;6.06;10.32;82.92;16.32;-76.86
2021-01-19;E.A.3;24.68;63.83;17.88;14.99;6.8;48.84
2021-03-23;C.A.1;24.79;61.2;19.09;86.56;5.7;-25.36
2021-08-19;A.C.1;10.5;53.6;14.81;25.53;-4.31;28.07
2021-11-06;C.C.1;24.2;63.93;14.25;2.88;9.95;61.05
2022-01-13;D.D.0;23.42;18.0;22.99;23.05;0.43;-5.05
2022-02-10;A.C.0;33.52;73.74;35.16;88.98;-1.64;-15.24
2022-06-05;C.C.0;16.99;93.17;28.78;13.84;-11.79;79.33
2022-06-24;A.D.1;24.05;0.36;20.74;58.24;3.31;-57.88
