day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-12;E.C.S;23.35;58.67;15.4;51.51;7.95;7.16
2020-05-13;C.C.S;36.92;41.87;22.15;74.88;14.77;-33.01
2020-05-23;E.C.1;11.76;10.39;34.25;82.31;-22.49;-71.92
2020-05-26;E.D.3;23.48;21.13;12.13;83.13;11.35;-62.0
2020-06-01;A.E.2;31.35;71.42;31.2;37.12;0.15;34.3
2020-06-03;E.B.0;33.7;26.97;25.32;80.73;8.38;-53.76
2020-06-30;C.B.3;27.72;13.57;32.64;56.52;-4.92;-42.95
2020-07-09;B.B.2;16.48;51.6;20.7;18.59;-4.22;33.01
2020-07-14;A.E.2;31.63;50.87;24.86;72.07;6.77;-21.2
2020-07-21;D.A.0;10.04;79.97;12.31;90.81;-2.27;-10.84
2020-08-25;D.E.S;22.3;57.82;32.55;52.58;-10.25;5.24
2020-09-19;B.A.3;16.12;36.45;31.67;94.36;-15.55;-57.91
2020-09-20;E.D.3;33.11;40.98;30.53;38.07;2.58;2.91
2020-10-10;C.E.2;21.66;12.8;17.7;50.38;3.96;-37.58
2020-11-08;A.E.1;13.69;61.44;11.03;90.63;2.66;-29.19
2020-11-16;A.A.2;14.04;97.83;27.57;93.98;-13.53;3.85
2020-11-17;D.E.S;13.33;62.28;12.62;43.23;0.71;19.05
2020-12-04;E.D.1;16.38;37.56;23.34;23.52;-6.96;14.04
2020-12-05;E.C.1;28.41;17.03;35.27;60.7;-6.86;-43.67
2020-12-06;C.A.3;13.72;95.17;15.29;57.12;-1.57;38.05
2021-01-29;A.D.S;27.21;51.49;23.19;29.4;4.02;22.09
2021-01-30;D.B.S;18.71;28.22;31.2;78.16;-12.49;-49.94
2021-02-11;E.B.S;26.77;36.02;33.33;62.9;-6.56;-26.88
2021-03-01;C.A.S;28.15;56.33;30.15;3.36;-2.0;52.97
2021-03-27;E.A.S;10.32;23.93;33.45;17.52;-23.13;6.41
2021-04-04;E.C.3;25.26;45.17;11.73;81.87;13.53;-36.7
2021-05-09;C.C.1;18.23;2.01;23.56;55.85;-5.33;-53.84
2021-05-12;C.C.3;17.97;36.35;21.86;56.35;-3.89;-20.0
2021-07-03;C.C.1;15.7;72.2;25.18;49.6;-9.48;22.6
2021-07-15;E.D.S;24.59;10.47;14.05;25.61;10.54;-15.14
2021-08-04;B.E.2;18.18;46.2;15.12;44.64;3.06;1.56
2021-08-18;C.E.3;21.3;22.32;30.18;84.2;-8.88;-61.88
2021-08-25;C.E.S;17.77;28.11;33.01;73.79;-15.24;-45.68
2021-09-06;E.A.0;16.06;9.48;37.04;86.31;-20.98;-76.83
2021-09-28;B.D.S;31.65;52.63;27.41;54.63;4.24;-2.0
2021-10-01;E.B.1;35.48;82.67;18.32;6.89;17.16;75.78
2021-11-03;B.C.2;11.74;14.62;11.74;94.39;0.0;-79.77
2021-11-05;B.B.0;31.83;65.83;34.86;92.19;-3.03;-26.36
2021-11-14;E.B.0;18.56;44.53;17.54;41.3;1.02;3.23
2021-12-03;A.D.1;23.36;55.21;25.73;55.55;-2.37;-0.34
2022-01-03;D.E.2;12.46;75.85;26.23;37.23;-13.77;38.62
2022-01-04;B.E.S;12.85;17.31;32.8;38.04;-19.95;-20.73
2022-01-24;C.D.3;37.15;10.1;22.57;19.82;14.58;-9.72
2022-01-25;D.D.2;32.17;12.77;14.78;55.47;17.39;-42.7
2022-02-03;A.D.2;36.06;98.54;23.8;96.49;12.26;2.05
2022-02-04;B.A.S;26.07;38.39;31.74;37.52;-5.67;0.87
2022-03-05;D.D.S;25.37;90.96;29.33;61.0;-3.96;29.96
2022-03-08;B.B.1;33.79;44.48;25.17;61.91;8.62;-17.43
2022-03-24;B.C.3;32.32;41.14;21.72;41.29;10.6;-0.15
2022-04-08;E.E.1;17.06;41.71;18.13;99.4;-1.07;-57.69
2022-04-15;D.E.0;26.48;56.28;26.89;68.28;-0.41;-12.0
2022-04-17;B.C.S;35.88;6.29;14.33;0.69;21.55;5.6
2022-05-17;C.B.1;14.43;76.38;35.83;18.13;-21.4;58.25
2022-05-24;E.E.3;36.94;28.97;28.77;44.86;8.17;-15.89
2022-05-28;E.B.S;36.39;60.31;32.36;1.79;4.03;58.52
2022-05-28;C.A.2;14.79;87.89;12.21;3.09;2.58;84.8
2020-08-18;A.A.3;33.59;70.2;13.85;9.27;19.74;60.93
2020-12-18;A.A.1;12.33;17.97;23.43;91.94;-11.1;-73.97
2021-10-03;A.A.3;18.47;18.83;32.37;79.48;-13.9;-60.65
2021-10-13;A.D.0;14.98;35.03;16.61;91.47;-1.63;-56.44
2022-03-09;B.E.S;13.36;63.91;19.34;57.66;-5.98;6.25
2022-06-08;A.A.2;25.22;63.56;20.01;48.68;5.21;14.88
2022-08-03;C.E.1;33.14;20.08;27.08;63.83;6.06;-43.75
2022-08-26;E.C.0;35.62;79.96;29.16;56.22;6.46;23.74
2022-08-26;A.B.2;18.21;49.5;12.86;10.7;5.35;38.8
