day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-07;C.D.0;32.25;50.7;18.98;54.27;13.27;-3.57
2020-05-12;E.B.1;33.1;59.01;22.59;96.1;10.51;-37.09
2020-05-20;B.B.2;27.95;19.65;36.16;76.51;-8.21;-56.86
2020-06-06;D.E.2;13.61;26.26;19.64;71.16;-6.03;-44.9
2020-06-24;A.B.3;18.36;12.55;17.99;35.56;0.37;-23.01
2020-07-12;D.B.S;19.63;50.67;27.87;27.55;-8.24;23.12
2020-08-01;A.C.1;19.72;20.5;15.93;63.17;3.79;-42.67
2020-08-02;A.D.S;26.17;58.26;15.53;98.19;10.64;-39.93
2020-08-08;E.C.3;17.6;74.67;30.82;98.08;-13.22;-23.41
2020-08-25;B.B.2;13.98;60.12;23.58;63.27;-9.6;-3.15
2020-09-25;C.E.S;26.04;13.76;21.49;15.03;4.55;-1.27
2020-11-28;D.B.3;27.88;88.48;29.45;46.77;-1.57;41.71
2020-12-05;C.E.1;37.49;90.6;15.8;52.58;21.69;38.02
2020-12-09;A.E.1;27.02;20.7;19.88;38.8;7.14;-18.1
2020-12-13;D.A.0;29.64;43.94;29.75;69.37;-0.11;-25.43
2020-12-15;E.B.1;17.82;16.05;15.26;42.47;2.56;-26.42
2020-12-28;E.C.2;34.28;1.86;29.26;74.31;5.02;-72.45
2021-01-02;C.C.2;19.01;97.97;10.75;16.44;8.26;81.53
2021-01-04;D.A.3;36.8;59.13;16.33;70.0;20.47;-10.87
2021-01-04;E.B.3;17.59;37.71;27.62;17.14;-10.03;20.57
2021-01-12;C.A.S;11.13;46.34;23.91;20.81;-12.78;25.53
2021-01-26;A.B.1;26.3;1.83;21.02;79.32;5.28;-77.49
2021-02-06;D.E.1;31.52;99.38;30.61;73.38;0.91;26.0
2021-02-09;C.E.3;19.19;55.5;23.51;4.34;-4.32;51.16
2021-02-10;E.E.3;17.56;62.81;22.91;59.6;-5.35;3.21
2021-02-13;B.C.S;28.53;76.76;30.51;42.6;-1.98;34.16
2021-02-19;D.E.S;23.2;10.01;32.81;6.55;-9.61;3.46
2021-03-09;C.B.1;27.65;61.9;14.28;46.75;13.37;15.15
2021-03-09;A.E.3;25.54;35.3;24.15;94.44;1.39;-59.14
2021-04-22;D.B.3;17.82;57.43;12.29;20.66;5.53;36.77
2021-06-01;B.A.S;12.92;93.31;12.31;14.05;0.61;79.26
2021-06-03;D.E.2;24.44;59.06;14.81;34.38;9.63;24.68
2021-06-07;E.A.0;21.29;70.73;33.41;52.89;-12.12;17.84
2021-07-15;D.E.S;31.78;64.75;34.73;91.31;-2.95;-26.56
2021-08-04;D.C.0;24.95;75.09;20.88;51.68;4.07;23.41
2021-08-18;C.E.2;36.74;59.63;30.74;2.72;6.0;56.91
2021-09-05;A.E.1;25.38;32.45;13.75;9.05;11.63;23.4
2021-09-17;E.B.S;13.86;94.69;14.93;72.48;-1.07;22.21
2021-09-21;B.E.2;23.43;72.33;20.8;8.17;2.63;64.16
2021-10-10;B.C.2;24.62;87.79;10.94;85.21;13.68;2.58
2021-10-22;C.B.2;36.95;16.31;36.04;38.0;0.91;-21.69
2021-11-06;E.C.0;18.67;98.07;29.02;81.0;-10.35;17.07
2021-11-09;E.B.2;27.5;59.91;37.31;91.59;-9.81;-31.68
2021-11-22;E.E.3;23.86;52.1;20.95;98.19;2.91;-46.09
2021-11-24;A.E.2;21.23;59.99;28.68;17.79;-7.45;42.2
2021-12-09;A.A.0;29.97;57.79;32.16;88.43;-2.19;-30.64
2021-12-12;D.A.3;20.48;35.46;24.47;67.01;-3.99;-31.55
2021-12-17;C.A.3;23.32;26.61;18.41;45.8;4.91;-19.19
2021-12-21;A.E.3;33.76;71.72;24.35;57.7;9.41;14.02
2022-01-13;D.B.2;32.13;71.25;16.5;11.16;15.63;60.09
2022-01-14;C.A.S;27.0;33.78;10.44;4.57;16.56;29.21
2022-03-15;D.A.0;12.43;10.84;18.76;32.24;-6.33;-21.4
2022-04-27;B.C.2;33.84;9.17;12.34;63.01;21.5;-53.84
2022-05-07;C.D.S;20.91;57.83;25.02;62.66;-4.11;-4.83
2022-05-13;C.A.0;25.1;85.69;28.18;54.72;-3.08;30.97
2022-06-11;E.E.2;26.88;55.92;27.03;63.35;-0.15;-7.43
2022-08-09;A.D.0;31.62;49.66;27.65;39.96;3.97;9.7
2022-08-12;A.A.0;33.61;64.24;37.41;3.87;-3.8;60.37
2022-08-13;D.E.0;19.22;18.19;16.35;47.35;2.87;-29.16
2020-10-10;D.B.0;33.31;9.44;32.15;22.47;1.16;-13.03
2021-02-07;B.D.1;22.09;83.46;23.13;43.46;-1.04;40.0
2021-04-07;D.C.S;33.42;47.74;14.81;61.3;18.61;-13.56
2021-07-24;E.D.3;10.72;82.97;24.82;50.74;-14.1;32.23
2021-12-29;D.B.2;12.15;20.93;17.91;18.0;-5.76;2.93
2022-02-11;D.B.3;35.94;89.13;16.35;52.04;19.59;37.09
2022-03-20;D.A.S;29.8;74.43;22.85;25.61;6.95;48.82
2022-08-30;C.A.2;21.94;23.08;10.95;20.02;10.99;3.06
