day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-19;E.B.2;22.88;17.0;21.88;43.02;1.0;-26.02
2020-04-20;A.A.3;24.46;9.92;16.65;86.18;7.81;-76.26
2020-04-23;B.C.S;26.78;14.24;25.17;6.82;1.61;7.42
2020-05-04;E.C.0;12.85;40.09;18.02;72.5;-5.17;-32.41
2020-05-08;E.A.S;13.67;87.2;32.31;10.88;-18.64;76.32
2020-05-24;A.C.0;21.39;8.92;26.15;33.48;-4.76;-24.56
2020-06-06;C.B.0;33.35;45.4;11.87;29.99;21.48;15.41
2020-06-07;D.C.1;13.55;31.66;14.2;86.13;-0.65;-54.47
2020-06-23;D.D.2;32.6;61.73;16.16;50.64;16.44;11.09
2020-07-01;D.B.S;27.78;98.82;24.25;33.26;3.53;65.56
2020-07-12;E.B.3;14.54;19.17;16.13;26.04;-1.59;-6.87
2020-07-14;E.A.S;28.83;39.65;20.79;58.38;8.04;-18.73
2020-07-16;A.B.1;28.96;21.78;24.85;93.17;4.11;-71.39
2020-07-17;A.A.3;35.16;43.72;30.26;80.55;4.9;-36.83
2020-07-23;A.B.1;15.76;13.0;34.72;57.47;-18.96;-44.47
2020-07-26;C.D.2;25.17;94.53;14.58;13.14;10.59;81.39
2020-08-14;A.B.2;36.62;3.65;29.13;96.21;7.49;-92.56
2020-08-29;C.E.0;21.8;6.41;32.81;87.6;-11.01;-81.19
2020-09-23;E.C.1;33.29;15.48;11.95;78.09;21.34;-62.61
2020-09-29;E.D.3;23.65;62.11;20.14;1.18;3.51;60.93
2020-11-01;E.E.2;31.13;42.65;24.7;46.17;6.43;-3.52
2020-11-09;E.D.2;15.62;89.09;17.21;14.24;-1.59;74.85
2020-11-28;D.E.2;19.48;72.33;17.02;87.19;2.46;-14.86
2020-11-28;E.A.1;11.4;87.79;14.55;43.57;-3.15;44.22
2020-12-09;E.D.1;20.52;49.76;30.1;86.42;-9.58;-36.66
2020-12-20;C.D.3;34.09;52.63;24.05;55.64;10.04;-3.01
2020-12-27;E.E.S;27.96;2.59;22.99;64.37;4.97;-61.78
2021-01-01;D.D.3;16.19;60.61;28.58;84.96;-12.39;-24.35
2021-01-01;B.B.3;14.12;83.2;14.82;20.07;-0.7;63.13
2021-01-31;E.E.S;30.22;53.93;30.83;28.85;-0.61;25.08
2021-02-19;A.B.0;23.29;13.28;28.18;5.94;-4.89;7.34
2021-02-21;D.A.2;18.62;86.84;25.35;85.36;-6.73;1.48
2021-03-04;C.D.1;21.35;29.57;21.28;0.21;0.07;29.36
2021-03-25;A.B.3;16.81;33.77;16.66;79.83;0.15;-46.06
2021-03-30;D.B.1;12.68;86.51;23.16;69.48;-10.48;17.03
2021-04-02;E.E.3;30.1;20.31;21.57;28.38;8.53;-8.07
2021-05-17;C.E.0;35.45;13.85;30.94;27.56;4.51;-13.71
2021-05-27;A.D.1;17.63;88.46;14.07;67.3;3.56;21.16
2021-05-28;B.E.3;22.08;24.87;25.54;16.9;-3.46;7.97
2021-06-27;A.D.1;17.43;93.41;22.4;58.34;-4.97;35.07
2021-07-07;E.A.3;22.84;4.83;32.0;14.86;-9.16;-10.03
2021-07-26;B.D.0;16.64;37.38;21.96;33.61;-5.32;3.77
2021-08-03;B.A.1;20.7;13.57;23.91;65.47;-3.21;-51.9
2021-08-26;D.A.2;21.35;56.92;34.7;16.65;-13.35;40.27
2021-09-02;B.B.3;13.23;1.41;30.24;63.54;-17.01;-62.13
2021-09-26;B.D.1;28.59;30.18;26.98;98.41;1.61;-68.23
2021-10-31;E.A.S;24.72;99.81;19.71;20.56;5.01;79.25
2021-11-07;C.C.S;12.78;43.96;32.56;39.71;-19.78;4.25
2021-11-09;A.B.S;29.41;21.11;20.82;20.59;8.59;0.52
2021-11-16;B.C.1;12.79;2.2;25.17;58.57;-12.38;-56.37
2021-12-15;D.E.1;28.44;19.7;20.32;42.48;8.12;-22.78
2022-01-17;E.B.1;23.08;73.96;10.91;79.36;12.17;-5.4
2022-01-22;A.E.0;16.23;73.75;11.93;69.99;4.3;3.76
2022-02-20;D.A.1;19.53;26.33;28.73;60.86;-9.2;-34.53
2022-02-27;C.A.0;15.92;39.99;29.11;8.81;-13.19;31.18
2022-02-28;A.D.3;15.92;85.5;12.61;36.28;3.31;49.22
2022-03-03;C.D.0;25.45;29.12;20.02;46.38;5.43;-17.26
2022-04-15;A.D.2;21.89;90.36;28.84;69.65;-6.95;20.71
2022-04-15;A.E.S;33.07;79.62;11.87;68.79;21.2;10.83
2022-04-21;D.E.3;23.16;30.66;25.04;36.69;-1.88;-6.03
2022-04-23;E.E.2;22.89;49.49;23.24;50.35;-0.35;-0.86
2022-05-05;C.E.S;14.53;31.63;17.75;29.57;-3.22;2.06
2022-05-15;A.D.3;17.82;10.63;23.84;43.76;-6.02;-33.13
2022-06-07;B.D.S;12.64;75.78;29.34;24.99;-16.7;50.79
2022-06-17;B.D.S;36.87;91.49;20.63;53.69;16.24;37.8
2022-07-21;C.A.3;19.26;10.66;30.43;98.04;-11.17;-87.38
2022-08-01;E.E.S;17.4;33.98;35.0;27.9;-17.6;6.08
2022-08-16;B.D.1;16.78;2.95;12.77;47.15;4.01;-44.2
2022-08-25;E.D.0;32.95;16.0;36.95;89.41;-4.0;-73.41
2022-08-29;B.D.2;24.13;50.59;26.2;57.45;-2.07;-6.86
2020-07-23;D.D.2;14.44;33.47;12.15;9.34;2.29;24.13
2021-03-26;B.B.2;26.21;53.2;16.21;86.15;10.0;-32.95
2021-12-15;D.C.1;21.65;89.21;18.91;31.88;2.74;57.33
2022-02-23;B.B.3;32.76;9.28;36.65;10.39;-3.89;-1.11
2022-03-26;D.B.3;27.95;75.87;17.0;44.78;10.95;31.09
2022-04-04;D.C.0;29.72;36.92;24.02;29.58;5.7;7.34
2022-05-08;B.D.2;32.25;6.32;12.55;35.18;19.7;-28.86
2022-07-04;C.C.2;19.3;46.09;19.3;24.47;0.0;21.62
2022-08-21;E.C.S;25.05;37.83;24.5;64.13;0.55;-26.3
