day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-05;C.A.S;24.22;49.6;21.67;96.33;2.55;-46.73
2020-04-06;E.E.0;31.92;48.57;29.19;38.65;2.73;9.92
2020-04-30;A.B.0;11.61;32.37;26.71;10.65;-15.1;21.72
2020-05-27;C.C.3;25.5;48.18;30.13;43.34;-4.63;4.84
2020-06-24;D.A.0;37.07;27.99;27.54;46.61;9.53;-18.62
2020-06-25;D.C.1;21.89;95.76;30.5;45.09;-8.61;50.67
2020-07-03;E.E.S;17.76;55.16;16.74;26.19;1.02;28.97
2020-07-10;E.E.1;23.4;85.19;28.12;60.99;-4.72;24.2
2020-07-28;A.B.2;10.97;10.21;12.51;97.09;-1.54;-86.88
2020-08-17;D.B.S;33.45;84.6;29.27;31.3;4.18;53.3
2020-08-26;B.A.0;12.53;0.54;28.56;55.18;-16.03;-54.64
2020-08-29;E.E.2;12.65;88.94;21.23;53.52;-8.58;35.42
2020-08-30;D.A.2;10.24;26.06;14.99;74.83;-4.75;-48.77
2020-09-07;B.D.2;34.05;42.38;32.52;90.65;1.53;-48.27
2020-10-01;C.A.1;26.79;94.08;20.98;36.15;5.81;57.93
2020-10-10;A.C.3;21.2;29.61;23.88;46.66;-2.68;-17.05
2020-10-17;E.A.3;24.28;75.68;28.17;49.57;-3.89;26.11
2020-11-29;E.A.2;29.34;34.73;30.15;64.05;-0.81;-29.32
2020-12-05;D.A.3;11.31;2.51;25.89;38.52;-14.58;-36.01
2020-12-10;E.B.1;30.16;32.0;29.29;99.63;0.87;-67.63
2020-12-21;D.C.S;10.88;58.51;36.85;86.61;-25.97;-28.1
2020-12-26;C.A.2;24.18;71.21;17.33;72.51;6.85;-1.3
2021-01-07;D.A.2;25.96;16.92;14.03;52.13;11.93;-35.21
2021-01-12;A.A.1;22.54;20.91;32.22;91.24;-9.68;-70.33
2021-01-14;E.E.1;33.5;43.72;21.7;72.97;11.8;-29.25
2021-01-22;E.B.2;22.69;17.54;26.6;23.17;-3.91;-5.63
2021-02-06;A.D.S;22.0;51.63;12.65;54.23;9.35;-2.6
2021-02-08;D.D.0;14.79;56.0;13.37;26.55;1.42;29.45
2021-02-13;C.E.0;34.43;50.42;16.52;56.73;17.91;-6.31
2021-03-17;B.A.3;11.95;90.67;35.81;18.99;-23.86;71.68
2021-04-09;E.A.2;15.37;48.89;35.39;4.49;-20.02;44.4
2021-04-24;B.C.3;34.54;1.38;24.43;93.7;10.11;-92.32
2021-04-28;A.C.1;26.66;63.9;25.49;64.02;1.17;-0.12
2021-05-04;B.E.3;33.7;75.94;15.28;59.6;18.42;16.34
2021-05-13;A.D.S;12.63;4.88;18.6;82.26;-5.97;-77.38
2021-05-15;B.A.3;33.12;70.51;31.28;52.47;1.84;18.04
2021-05-18;A.E.S;20.68;77.22;20.52;96.27;0.16;-19.05
2021-05-23;A.B.0;21.54;98.06;36.69;47.01;-15.15;51.05
2021-05-25;E.D.1;29.77;13.34;20.96;24.2;8.81;-10.86
2021-05-30;D.B.3;23.39;76.51;16.24;78.63;7.15;-2.12
2021-06-03;D.D.1;17.57;28.16;17.65;62.65;-0.08;-34.49
2021-06-05;B.B.2;33.84;0.76;30.75;46.17;3.09;-45.41
2021-06-13;E.E.3;30.59;5.89;17.98;88.28;12.61;-82.39
2021-07-07;A.E.3;20.73;19.46;16.92;54.0;3.81;-34.54
2021-08-10;E.C.S;14.92;54.94;13.47;57.24;1.45;-2.3
2021-08-31;E.C.1;34.36;77.38;20.13;82.48;14.23;-5.1
2021-09-05;C.E.0;21.7;66.7;33.02;96.62;-11.32;-29.92
2021-09-06;B.D.S;23.92;66.07;15.16;59.46;8.76;6.61
2021-09-07;C.A.0;36.01;84.48;21.02;55.42;14.99;29.06
2021-09-14;E.C.3;22.13;88.75;20.25;49.39;1.88;39.36
2021-09-18;B.E.S;14.46;64.87;36.54;66.7;-22.08;-1.83
2021-09-27;A.B.S;33.32;10.28;20.6;37.74;12.72;-27.46
2021-09-29;B.A.3;36.57;7.85;15.24;95.4;21.33;-87.55
2021-10-04;C.C.1;10.97;71.39;13.8;84.02;-2.83;-12.63
2021-10-20;A.C.1;23.84;60.63;23.28;61.76;0.56;-1.13
2021-10-28;C.A.3;18.25;44.61;34.77;88.97;-16.52;-44.36
2021-11-18;A.E.1;22.49;60.83;20.41;96.48;2.08;-35.65
2021-12-02;B.C.3;16.1;70.83;33.26;34.3;-17.16;36.53
2021-12-17;C.B.3;33.75;86.77;15.85;19.79;17.9;66.98
2022-01-12;D.D.1;15.94;30.3;22.69;74.17;-6.75;-43.87
2022-01-24;D.D.S;27.37;94.69;14.51;86.01;12.86;8.68
2022-02-24;B.E.1;23.13;70.39;18.54;77.9;4.59;-7.51
2022-03-14;D.C.2;17.01;1.99;28.7;97.82;-11.69;-95.83
2022-03-20;C.C.S;29.09;54.34;21.68;96.56;7.41;-42.22
2022-04-30;B.D.3;17.98;30.85;16.54;94.06;1.44;-63.21
2022-06-13;D.B.2;31.21;65.27;20.94;44.78;10.27;20.49
2022-06-19;E.E.1;22.48;3.96;22.77;59.5;-0.29;-55.54
2022-08-17;D.B.3;26.4;26.6;21.67;73.52;4.73;-46.92
2020-12-31;D.A.1;34.54;83.83;16.06;73.59;18.48;10.24
2021-04-09;B.A.0;27.52;74.16;24.77;72.24;2.75;1.92
2021-06-14;A.D.2;25.94;46.85;13.83;56.07;12.11;-9.22
2021-12-13;C.D.S;12.29;89.98;16.9;35.25;-4.61;54.73
