day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-07;D.B.2;23.5;35.56;17.99;2.32;5.51;33.24
2020-04-11;C.B.0;11.13;96.55;32.65;63.2;-21.52;33.35
2020-04-27;C.C.2;22.13;45.51;33.36;18.9;-11.23;26.61
2020-04-27;C.B.0;33.5;7.42;29.69;20.14;3.81;-12.72
2020-05-14;A.B.2;19.48;3.87;26.9;82.06;-7.42;-78.19
2020-05-20;A.B.S;19.57;24.51;18.52;48.16;1.05;-23.65
2020-07-10;C.D.2;27.08;55.15;29.85;26.54;-2.77;28.61
2020-07-31;C.A.3;21.47;53.99;26.56;26.82;-5.09;27.17
2020-09-05;C.B.2;32.84;24.54;10.79;46.39;22.05;-21.85
2020-09-20;E.D.1;26.69;22.27;17.51;16.7;9.18;5.57
2020-10-01;E.E.2;35.39;68.91;21.75;22.46;13.64;46.45
2020-10-05;E.D.2;20.54;64.3;11.03;40.03;9.51;24.27
2020-10-10;A.B.1;12.82;13.42;27.15;20.38;-14.33;-6.96
2020-11-02;D.A.3;35.12;87.47;24.3;60.25;10.82;27.22
2020-11-29;D.C.3;19.78;77.49;22.97;45.6;-3.19;31.89
2020-12-11;D.E.1;15.49;50.02;19.8;20.26;-4.31;29.76
2021-01-03;C.C.S;31.18;89.6;28.87;68.74;2.31;20.86
2021-01-03;E.E.3;26.67;21.05;21.47;65.73;5.2;-44.68
2021-01-09;A.B.2;30.93;47.14;34.98;37.13;-4.05;10.01
2021-01-14;C.B.S;19.99;12.78;31.1;13.37;-11.11;-0.59
2021-01-24;B.A.1;16.87;14.42;15.88;68.93;0.99;-54.51
2021-02-11;B.A.0;20.22;39.45;12.96;66.13;7.26;-26.68
2021-02-12;B.A.1;13.22;99.29;24.22;28.02;-11.0;71.27
2021-02-25;A.D.2;33.42;67.87;34.78;79.09;-1.36;-11.22
2021-03-10;D.E.S;32.88;41.56;23.84;44.03;9.04;-2.47
2021-03-23;D.C.0;29.5;51.96;18.63;30.25;10.87;21.71
2021-03-26;A.B.2;27.85;5.01;36.72;47.59;-8.87;-42.58
2021-04-15;B.B.3;27.29;19.39;21.41;25.08;5.88;-5.69
2021-05-12;A.B.0;31.22;32.89;28.46;68.57;2.76;-35.68
2021-05-26;D.D.0;12.81;15.86;18.94;72.79;-6.13;-56.93
2021-06-05;B.B.S;25.41;52.73;26.6;43.42;-1.19;9.31
2021-07-17;B.B.S;31.37;38.25;34.3;79.64;-2.93;-41.39
2021-07-17;B.D.1;33.4;71.42;27.84;71.16;5.56;0.26
2021-07-19;E.A.2;22.63;44.87;35.92;36.53;-13.29;8.34
2021-07-25;B.B.2;37.25;91.8;30.71;28.68;6.54;63.12
2021-08-08;B.D.S;30.17;62.49;25.29;49.49;4.88;13.0
2021-09-09;E.E.0;33.08;81.77;29.8;98.47;3.28;-16.7
2021-10-11;A.C.3;26.77;49.43;22.89;47.82;3.88;1.61
2021-10-19;B.A.0;21.18;1.9;16.73;89.64;4.45;-87.74
2021-10-22;D.D.3;23.9;94.7;15.15;46.05;8.75;48.65
2021-11-07;D.E.S;15.53;11.3;19.78;45.51;-4.25;-34.21
2021-11-29;D.B.2;14.25;26.18;23.15;63.74;-8.9;-37.56
2021-12-14;A.B.3;32.15;34.71;23.19;37.19;8.96;-2.48
2021-12-22;C.C.2;19.4;75.69;29.38;95.1;-9.98;-19.41
2021-12-24;A.A.3;25.91;36.31;25.53;47.81;0.38;-11.5
2022-01-01;A.D.0;25.02;65.86;28.33;32.99;-3.31;32.87
2022-01-12;B.E.S;21.08;48.8;28.92;25.48;-7.84;23.32
2022-01-17;B.D.S;30.88;43.34;20.43;73.22;10.45;-29.88
2022-04-12;A.C.1;19.77;58.3;22.38;76.24;-2.61;-17.94
2022-05-06;A.B.0;20.97;80.32;22.2;37.18;-1.23;43.14
2022-05-10;B.C.0;10.23;54.8;28.98;34.39;-18.75;20.41
2022-05-15;D.E.0;27.47;3.98;32.63;17.41;-5.16;-13.43
2022-06-04;D.E.2;32.3;46.47;12.73;2.66;19.57;43.81
2022-06-17;D.E.2;22.18;13.61;28.22;68.06;-6.04;-54.45
2022-07-07;D.D.1;24.91;60.96;34.07;41.16;-9.16;19.8
2022-07-16;E.D.2;24.11;22.41;27.44;35.91;-3.33;-13.5
2022-08-02;C.A.0;33.86;63.75;14.1;96.38;19.76;-32.63
2020-07-17;D.B.1;26.13;22.73;18.42;42.62;7.71;-19.89
2021-01-14;A.A.3;28.26;9.61;30.82;79.68;-2.56;-70.07
2022-01-28;D.A.1;28.38;54.8;11.32;5.16;17.06;49.64
2022-02-02;E.D.0;26.08;23.83;27.22;56.35;-1.14;-32.52
2022-08-06;C.D.3;12.82;58.01;21.76;91.89;-8.94;-33.88
