day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;C.E.3;33.53;62.26;25.25;23.88;8.28;38.38
2020-04-17;E.C.0;10.5;94.15;22.94;47.9;-12.44;46.25
2020-04-19;A.C.0;28.37;40.63;26.83;43.51;1.54;-2.88
2020-05-30;B.D.2;27.63;16.77;22.27;25.32;5.36;-8.55
2020-07-05;D.D.S;10.86;75.84;17.96;49.24;-7.1;26.6
2020-07-06;A.A.1;29.82;3.56;17.45;83.71;12.37;-80.15
2020-07-14;B.A.2;20.01;75.98;37.14;17.39;-17.13;58.59
2020-07-17;E.C.2;30.67;80.62;27.7;14.13;2.97;66.49
2020-07-27;D.C.1;24.06;16.59;17.36;71.38;6.7;-54.79
2020-08-04;D.B.S;28.11;34.74;30.39;53.04;-2.28;-18.3
2020-08-06;B.C.1;16.67;7.9;34.2;67.86;-17.53;-59.96
2020-08-18;E.B.S;17.83;86.57;26.24;22.18;-8.41;64.39
2020-08-18;A.D.3;28.09;9.23;14.06;72.73;14.03;-63.5
2020-08-20;E.C.S;23.13;95.45;10.92;20.77;12.21;74.68
2020-08-21;D.B.3;11.53;10.73;24.57;59.48;-13.04;-48.75
2020-08-25;E.B.S;26.83;67.02;34.81;56.75;-7.98;10.27
2020-08-31;D.E.0;25.1;18.39;29.44;7.51;-4.34;10.88
2020-09-08;B.D.3;25.42;44.16;27.37;81.49;-1.95;-37.33
2020-09-12;B.C.0;16.78;45.88;23.27;45.75;-6.49;0.13
2020-09-22;A.D.3;12.62;33.26;19.37;24.27;-6.75;8.99
2020-10-17;E.D.1;13.2;53.08;36.75;25.62;-23.55;27.46
2020-10-29;E.E.S;35.45;64.38;10.75;97.15;24.7;-32.77
2020-10-31;E.E.3;22.44;78.59;35.38;96.43;-12.94;-17.84
2020-11-10;C.C.S;31.89;78.26;34.34;49.17;-2.45;29.09
2020-11-20;A.D.S;17.03;99.63;30.21;74.72;-13.18;24.91
2020-11-24;E.E.2;26.73;10.57;24.86;7.61;1.87;2.96
2020-11-30;C.B.1;28.53;87.77;21.7;23.5;6.83;64.27
2020-12-03;C.B.0;25.69;47.73;21.45;22.25;4.24;25.48
2020-12-16;A.A.0;14.82;16.17;28.5;3.63;-13.68;12.54
2020-12-27;A.D.2;15.56;36.44;36.23;58.82;-20.67;-22.38
2021-01-11;B.D.3;10.35;49.16;21.43;30.47;-11.08;18.69
2021-01-19;A.B.0;18.61;42.06;32.2;64.09;-13.59;-22.03
2021-02-03;B.B.1;31.45;79.42;20.91;66.3;10.54;13.12
2021-02-16;D.B.2;23.55;47.89;23.61;44.16;-0.06;3.73
2021-03-05;B.A.0;35.77;53.58;23.19;85.54;12.58;-31.96
2021-03-28;E.D.1;13.39;15.84;13.19;1.66;0.2;14.18
2021-04-07;A.C.0;28.83;15.4;10.94;98.74;17.89;-83.34
2021-05-07;D.C.3;15.03;18.77;22.16;40.62;-7.13;-21.85
2021-05-14;A.B.1;32.98;31.83;19.1;97.74;13.88;-65.91
2021-05-21;C.B.0;21.86;84.12;32.17;76.88;-10.31;7.24
2021-05-22;A.E.2;17.03;86.52;20.69;86.54;-3.66;-0.02
