day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-16;B.C.0;29.55;44.29;27.86;84.56;1.69;-40.27
2020-06-25;C.E.2;17.06;23.3;17.5;46.64;-0.44;-23.34
2020-06-30;C.A.1;25.42;51.21;36.95;46.01;-11.53;5.2
2020-07-17;D.C.2;32.07;59.43;32.68;22.91;-0.61;36.52
2020-07-27;E.D.0;28.01;16.88;22.05;67.51;5.96;-50.63
2020-08-07;C.D.3;35.32;81.3;19.58;51.19;15.74;30.11
2020-08-07;B.A.1;27.12;6.59;27.14;38.35;-0.02;-31.76
2020-08-22;B.B.S;31.49;35.97;29.81;17.23;1.68;18.74
2020-08-22;A.C.3;14.1;16.56;26.95;72.39;-12.85;-55.83
2020-08-31;C.C.2;13.71;41.46;28.04;41.42;-14.33;0.04
2020-09-06;E.E.0;11.12;19.18;20.9;48.92;-9.78;-29.74
2020-09-09;A.E.S;33.63;80.03;12.99;68.07;20.64;11.96
2020-09-12;E.E.0;23.85;31.1;32.35;14.76;-8.5;16.34
2020-09-19;E.B.0;13.07;19.44;19.37;29.9;-6.3;-10.46
2020-09-21;A.C.3;17.79;99.14;26.91;45.37;-9.12;53.77
2020-10-24;D.D.2;30.98;13.84;22.3;5.32;8.68;8.52
2020-10-24;C.A.1;15.36;23.53;10.84;20.8;4.52;2.73
2020-10-29;B.E.S;27.09;50.61;21.79;91.51;5.3;-40.9
2020-11-19;C.E.2;28.14;49.38;23.04;44.6;5.1;4.78
2020-11-19;E.A.2;31.6;55.91;12.0;13.57;19.6;42.34
2020-11-20;A.B.S;28.94;13.13;17.41;59.27;11.53;-46.14
2020-12-12;D.B.1;32.06;0.57;36.14;58.51;-4.08;-57.94
2020-12-16;E.A.S;25.75;75.82;16.09;72.17;9.66;3.65
2020-12-23;A.E.S;28.55;59.37;12.15;94.85;16.4;-35.48
2021-01-13;E.E.1;13.41;60.36;11.44;48.69;1.97;11.67
2021-01-30;B.D.1;21.8;80.16;14.92;36.49;6.88;43.67
2021-03-09;D.D.1;17.16;81.34;19.5;74.46;-2.34;6.88
2021-03-31;A.C.2;11.86;6.87;36.72;24.34;-24.86;-17.47
2021-04-03;E.D.1;34.93;67.98;29.93;51.41;5.0;16.57
2021-04-14;C.D.0;28.38;45.97;35.15;35.14;-6.77;10.83
2021-05-01;C.D.2;16.19;3.2;34.78;85.58;-18.59;-82.38
2021-06-06;B.C.0;36.03;66.99;16.49;99.72;19.54;-32.73
2021-06-12;C.B.0;12.25;21.28;36.32;23.38;-24.07;-2.1
2021-06-17;B.C.2;34.58;71.96;22.18;57.42;12.4;14.54
2021-06-28;B.C.1;17.02;77.23;34.74;4.15;-17.72;73.08
2021-07-06;A.A.1;34.41;64.48;34.81;61.41;-0.4;3.07
2021-07-10;D.E.0;22.6;71.94;23.09;75.22;-0.49;-3.28
2021-07-20;B.C.3;10.95;21.37;33.42;34.96;-22.47;-13.59
2021-07-28;A.D.1;33.18;54.88;20.85;73.55;12.33;-18.67
2021-08-05;A.C.0;21.42;91.4;12.46;11.34;8.96;80.06
2021-08-16;B.C.3;17.75;44.29;26.54;38.41;-8.79;5.88
2021-08-28;D.A.S;25.3;49.3;25.41;36.34;-0.11;12.96
2021-09-08;A.E.2;24.4;44.48;26.13;62.01;-1.73;-17.53
2021-09-11;D.E.1;35.93;46.95;33.78;51.03;2.15;-4.08
2021-09-12;D.C.S;33.3;95.3;11.25;60.95;22.05;34.35
2021-10-19;B.B.S;22.3;39.18;26.19;79.65;-3.89;-40.47
2021-12-16;D.B.2;23.6;26.66;21.31;17.38;2.29;9.28
2021-12-30;D.E.3;17.08;50.37;23.4;52.93;-6.32;-2.56
2022-01-07;B.D.1;11.98;17.41;31.32;78.3;-19.34;-60.89
2022-02-01;D.C.2;33.52;41.12;18.36;63.41;15.16;-22.29
