day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-05;D.B.S;25.19;37.47;17.57;60.05;7.62;-22.58
2020-04-07;C.A.1;29.97;39.57;12.6;0.3;17.37;39.27
2020-04-13;C.B.0;35.86;6.69;27.28;14.58;8.58;-7.89
2020-04-23;E.C.0;27.15;37.99;23.97;21.28;3.18;16.71
2020-04-27;A.E.2;32.59;0.08;21.96;41.64;10.63;-41.56
2020-04-28;E.E.3;28.42;75.5;35.45;94.81;-7.03;-19.31
2020-05-25;D.C.S;10.87;39.1;15.84;34.57;-4.97;4.53
2020-06-21;A.A.0;33.06;28.36;27.96;26.75;5.1;1.61
2020-06-28;B.C.2;26.61;73.14;10.76;26.23;15.85;46.91
2020-07-14;C.A.0;35.4;33.77;36.24;15.59;-0.84;18.18
2020-07-16;A.B.S;31.34;22.83;12.64;56.63;18.7;-33.8
2020-07-27;A.D.0;17.13;45.54;31.1;41.28;-13.97;4.26
2020-08-13;B.B.2;22.28;76.19;12.94;70.63;9.34;5.56
2020-08-23;E.B.2;12.92;54.91;22.75;38.26;-9.83;16.65
2020-08-24;E.A.3;32.23;93.43;34.76;20.0;-2.53;73.43
2020-08-28;C.E.1;19.51;29.19;28.88;67.59;-9.37;-38.4
2020-08-29;D.B.1;14.04;1.74;31.31;66.01;-17.27;-64.27
2020-08-30;C.B.0;20.1;98.1;25.36;60.86;-5.26;37.24
2020-09-18;C.E.0;24.52;49.63;31.97;79.75;-7.45;-30.12
2020-09-26;E.A.S;25.79;4.89;18.03;34.97;7.76;-30.08
2020-10-06;A.B.S;32.64;69.49;26.03;15.18;6.61;54.31
2020-10-24;B.A.3;11.03;67.23;24.42;22.88;-13.39;44.35
2020-11-03;A.D.0;19.16;78.28;24.05;42.38;-4.89;35.9
2020-12-08;D.B.S;15.6;12.33;21.4;95.78;-5.8;-83.45
2020-12-09;D.D.0;22.98;88.74;16.51;79.67;6.47;9.07
2021-02-20;B.C.2;33.1;44.2;24.15;24.61;8.95;19.59
2021-03-21;E.D.S;31.7;43.28;30.79;50.64;0.91;-7.36
2021-04-01;D.C.0;14.08;8.51;24.16;21.93;-10.08;-13.42
2021-04-09;D.B.2;24.57;64.5;22.28;94.55;2.29;-30.05
2021-05-28;E.C.3;22.41;52.27;21.23;83.94;1.18;-31.67
2021-06-25;A.C.0;27.08;19.12;29.45;81.55;-2.37;-62.43
2021-06-29;C.D.1;12.43;58.19;28.74;57.69;-16.31;0.5
2021-08-14;B.C.0;27.79;44.43;24.66;18.63;3.13;25.8
2021-08-14;B.E.3;20.44;46.25;13.33;0.41;7.11;45.84
2021-08-15;A.A.3;18.67;94.45;29.91;67.15;-11.24;27.3
2021-08-17;B.A.3;30.85;68.8;28.93;93.04;1.92;-24.24
2021-08-29;C.E.S;18.13;75.59;34.66;70.29;-16.53;5.3
2021-09-02;E.A.2;23.28;24.91;22.71;29.61;0.57;-4.7
2021-09-20;C.D.0;22.72;9.13;33.74;56.17;-11.02;-47.04
2021-09-24;E.E.0;28.08;69.16;25.47;52.15;2.61;17.01
2021-09-28;B.B.1;21.26;45.39;31.35;81.06;-10.09;-35.67
2021-10-01;D.C.S;24.45;56.43;18.54;39.58;5.91;16.85
2021-10-24;A.B.S;23.48;93.34;34.87;83.89;-11.39;9.45
2021-11-04;C.A.0;26.69;64.97;32.92;77.56;-6.23;-12.59
2021-12-19;B.A.0;15.03;47.79;25.02;71.08;-9.99;-23.29
2022-02-03;D.A.0;34.05;0.6;24.34;36.25;9.71;-35.65
2022-02-03;A.B.3;24.17;86.46;34.55;41.15;-10.38;45.31
2022-02-11;B.D.2;25.13;31.95;31.91;87.92;-6.78;-55.97
2022-02-19;C.C.0;25.26;24.29;27.74;28.33;-2.48;-4.04
2022-03-05;A.D.S;36.01;29.49;26.46;22.78;9.55;6.71
2022-03-10;D.C.2;33.06;98.41;21.23;27.69;11.83;70.72
2022-03-31;D.C.3;18.57;41.6;24.16;9.7;-5.59;31.9
2022-04-05;A.A.1;25.9;29.57;33.65;85.46;-7.75;-55.89
2022-05-16;E.B.S;17.97;44.11;27.88;86.99;-9.91;-42.88
2022-05-22;A.D.3;28.02;11.76;28.48;70.64;-0.46;-58.88
2022-05-23;B.C.S;31.73;35.82;31.79;71.06;-0.06;-35.24
2022-06-02;C.A.2;25.33;6.53;17.33;32.96;8.0;-26.43
2022-06-12;B.A.3;19.69;47.04;18.15;58.39;1.54;-11.35
2022-06-17;A.E.2;33.8;33.13;22.44;64.02;11.36;-30.89
2022-08-22;D.B.3;37.29;52.63;11.27;53.81;26.02;-1.18
2021-03-14;B.A.2;30.45;89.4;30.96;56.45;-0.51;32.95
2021-05-14;A.C.2;27.44;29.44;28.03;98.53;-0.59;-69.09
2021-10-13;A.A.1;34.57;87.85;25.18;38.4;9.39;49.45
2021-12-03;A.B.S;16.54;50.69;11.39;56.56;5.15;-5.87
2022-03-03;B.B.3;35.66;21.39;13.97;22.07;21.69;-0.68
