day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-29;E.A.3;15.96;60.4;18.81;37.38;-2.85;23.02
2020-05-13;E.E.S;10.76;58.96;16.06;24.13;-5.3;34.83
2020-05-16;E.A.2;32.44;53.36;15.17;53.38;17.27;-0.02
2020-05-18;E.A.3;25.65;91.59;27.81;35.67;-2.16;55.92
2020-06-04;E.E.2;24.2;72.07;21.43;29.25;2.77;42.82
2020-06-05;C.A.3;12.11;36.79;29.99;11.38;-17.88;25.41
2020-06-30;C.A.0;28.49;50.97;12.98;19.98;15.51;30.99
2020-07-26;B.C.0;21.33;56.31;26.43;41.51;-5.1;14.8
2020-08-01;E.A.S;21.27;52.11;31.49;36.59;-10.22;15.52
2020-08-04;B.A.2;11.93;14.7;18.31;65.51;-6.38;-50.81
2020-08-19;E.E.1;23.12;56.28;26.13;35.37;-3.01;20.91
2020-08-22;C.E.S;31.7;62.98;22.04;57.38;9.66;5.6
2020-10-01;C.C.3;34.99;88.3;26.19;24.56;8.8;63.74
2020-10-09;D.C.S;37.0;54.13;10.43;60.23;26.57;-6.1
2020-11-07;B.D.3;12.71;57.62;25.28;66.94;-12.57;-9.32
2020-11-17;E.A.S;27.47;40.58;31.05;83.68;-3.58;-43.1
2020-12-09;B.B.S;21.34;96.18;34.48;15.68;-13.14;80.5
2020-12-15;E.B.3;18.91;33.83;26.24;35.62;-7.33;-1.79
2021-01-04;B.B.2;22.41;44.58;28.11;83.44;-5.7;-38.86
2021-01-05;D.D.S;29.34;63.31;14.0;87.83;15.34;-24.52
2021-01-23;C.C.2;24.17;44.32;30.85;62.28;-6.68;-17.96
2021-01-26;C.C.2;15.86;30.92;23.15;27.7;-7.29;3.22
2021-02-02;B.C.3;22.54;60.47;13.82;1.0;8.72;59.47
2021-02-20;C.C.0;24.31;61.14;29.34;73.3;-5.03;-12.16
2021-03-11;D.C.S;28.95;45.68;32.69;63.77;-3.74;-18.09
2021-03-22;B.D.3;24.96;43.0;15.74;49.75;9.22;-6.75
2021-03-23;D.B.2;36.88;59.43;35.54;95.58;1.34;-36.15
2021-03-28;E.A.3;34.91;12.32;36.56;44.91;-1.65;-32.59
2021-04-11;A.E.2;31.52;14.08;31.83;54.09;-0.31;-40.01
2021-04-27;C.B.3;25.76;65.26;26.39;6.22;-0.63;59.04
2021-04-30;E.E.1;26.16;11.36;16.32;44.38;9.84;-33.02
2021-05-03;D.E.2;21.95;54.58;14.52;57.89;7.43;-3.31
2021-05-07;A.B.2;14.24;90.12;32.96;19.59;-18.72;70.53
2021-05-09;C.A.2;32.63;60.75;22.89;92.16;9.74;-31.41
2021-05-11;A.D.0;32.19;2.67;24.28;18.16;7.91;-15.49
2021-05-29;C.B.2;24.9;40.2;19.29;10.81;5.61;29.39
2021-06-17;A.D.2;20.87;75.56;17.78;67.53;3.09;8.03
2021-06-18;B.A.S;25.23;33.64;12.29;4.99;12.94;28.65
2021-06-21;D.A.1;19.5;24.15;11.2;66.16;8.3;-42.01
2021-07-03;B.E.3;33.49;71.52;34.62;62.11;-1.13;9.41
2021-07-06;C.D.0;24.82;78.22;20.33;11.76;4.49;66.46
2021-07-23;D.E.3;22.01;38.61;32.68;58.93;-10.67;-20.32
2021-07-24;D.C.3;15.52;94.65;30.16;31.92;-14.64;62.73
2021-07-30;C.E.1;16.19;4.12;14.41;60.74;1.78;-56.62
2021-08-07;D.B.3;13.86;83.43;13.12;20.04;0.74;63.39
2021-08-08;A.A.3;36.47;1.45;30.21;86.62;6.26;-85.17
2021-08-17;E.B.3;31.93;83.45;23.8;40.08;8.13;43.37
2021-09-19;C.D.S;28.65;41.84;21.85;53.92;6.8;-12.08
2021-10-23;C.D.S;21.88;26.84;20.52;46.28;1.36;-19.44
2021-10-24;A.A.0;36.18;10.49;19.58;14.84;16.6;-4.35
2021-11-09;A.E.0;32.17;50.03;25.14;12.14;7.03;37.89
2021-11-11;A.D.1;16.96;70.38;21.17;54.82;-4.21;15.56
