day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;C.A.1;26.25;84.74;13.13;62.06;13.12;22.68
2020-04-21;D.E.1;20.66;14.13;22.92;27.69;-2.26;-13.56
2020-05-04;D.B.S;24.12;51.32;27.04;37.92;-2.92;13.4
2020-05-14;C.B.2;25.63;82.91;24.92;16.81;0.71;66.1
2020-05-20;E.B.1;27.45;55.81;16.29;45.52;11.16;10.29
2020-05-31;E.A.0;37.03;94.73;18.41;67.73;18.62;27.0
2020-06-10;D.D.0;23.88;88.48;10.65;8.26;13.23;80.22
2020-08-01;A.B.0;15.07;24.83;30.79;2.33;-15.72;22.5
2020-08-26;B.C.S;14.0;99.92;36.1;7.44;-22.1;92.48
2020-09-01;E.A.3;14.17;46.52;33.32;90.88;-19.15;-44.36
2020-09-04;D.E.0;25.51;6.47;35.84;64.86;-10.33;-58.39
2020-10-09;D.B.S;21.21;29.56;32.57;95.31;-11.36;-65.75
2020-10-11;D.B.2;18.64;35.08;21.63;82.86;-2.99;-47.78
2020-10-18;D.D.3;21.18;8.31;25.67;36.84;-4.49;-28.53
2020-10-21;E.C.2;10.82;19.66;37.27;39.06;-26.45;-19.4
2020-10-25;E.A.S;33.49;68.72;19.65;98.76;13.84;-30.04
2020-11-08;C.A.0;35.8;23.92;21.92;58.89;13.88;-34.97
2020-12-23;B.B.1;22.55;16.57;13.05;61.22;9.5;-44.65
2020-12-31;D.B.0;35.63;76.99;26.85;39.53;8.78;37.46
2021-02-02;D.C.2;24.26;81.4;21.06;53.81;3.2;27.59
2021-02-05;B.B.1;11.1;88.07;18.5;18.92;-7.4;69.15
2021-02-15;A.B.3;34.51;28.27;30.37;51.61;4.14;-23.34
2021-02-18;E.C.1;33.17;8.23;10.96;93.25;22.21;-85.02
2021-02-19;D.D.1;12.54;82.26;20.01;65.63;-7.47;16.63
2021-04-01;B.A.S;16.88;39.64;21.32;32.05;-4.44;7.59
2021-04-04;D.B.0;19.88;34.62;24.76;50.35;-4.88;-15.73
2021-04-05;C.C.S;16.24;13.14;23.31;74.74;-7.07;-61.6
2021-04-07;C.A.1;24.4;61.6;23.41;24.02;0.99;37.58
2021-04-09;C.D.3;28.02;50.01;11.08;76.88;16.94;-26.87
2021-05-03;B.D.2;24.89;76.99;14.57;13.1;10.32;63.89
2021-05-29;D.A.S;36.88;56.43;24.54;64.71;12.34;-8.28
2021-06-10;E.B.2;17.48;89.91;12.88;35.31;4.6;54.6
2021-06-24;B.C.1;22.86;20.55;17.77;43.66;5.09;-23.11
2021-07-03;D.E.3;19.6;89.05;21.85;10.53;-2.25;78.52
2021-07-28;E.C.1;16.57;31.03;27.31;86.18;-10.74;-55.15
2021-08-07;C.B.3;27.1;25.66;33.85;3.51;-6.75;22.15
2021-08-17;D.E.3;13.63;70.89;32.81;9.01;-19.18;61.88
2021-08-18;C.B.2;17.77;43.79;12.34;75.48;5.43;-31.69
2021-09-09;D.E.S;12.66;21.46;17.33;5.3;-4.67;16.16
2021-09-13;E.C.3;26.86;43.17;29.54;21.12;-2.68;22.05
2021-10-14;E.E.S;33.69;30.19;21.42;56.64;12.27;-26.45
2021-10-30;E.B.3;28.12;88.04;36.66;13.24;-8.54;74.8
2021-11-01;B.A.2;11.19;44.82;12.37;30.81;-1.18;14.01
2021-11-09;D.E.S;15.32;71.91;22.44;38.87;-7.12;33.04
2021-12-02;E.E.0;33.28;35.74;35.17;43.2;-1.89;-7.46
2021-12-03;C.B.3;10.06;82.06;20.94;71.19;-10.88;10.87
2021-12-16;D.B.0;19.53;51.04;16.27;70.39;3.26;-19.35
2021-12-26;A.B.0;25.01;45.99;27.07;97.98;-2.06;-51.99
2022-01-08;A.C.0;17.74;21.94;27.35;83.48;-9.61;-61.54
2022-01-22;B.A.1;10.6;99.0;11.05;49.64;-0.45;49.36
2022-01-28;B.B.2;18.06;85.98;32.47;36.93;-14.41;49.05
2022-02-02;C.A.3;16.52;27.98;20.2;93.89;-3.68;-65.91
2022-02-14;D.C.2;35.2;38.24;21.21;30.77;13.99;7.47
2022-02-23;D.A.0;17.2;12.63;29.27;61.43;-12.07;-48.8
2022-02-24;D.A.3;32.6;87.89;10.34;65.61;22.26;22.28
2022-04-05;C.C.1;29.96;75.0;29.47;48.52;0.49;26.48
2022-04-22;B.B.S;16.94;84.81;10.09;95.68;6.85;-10.87
2022-04-22;B.D.S;25.71;38.22;21.19;53.44;4.52;-15.22
2022-05-14;B.B.S;23.91;65.62;25.02;28.99;-1.11;36.63
2022-05-14;D.A.S;19.55;73.98;23.37;94.58;-3.82;-20.6
2022-05-30;A.A.0;27.01;58.21;19.72;7.19;7.29;51.02
2022-06-04;C.A.0;19.98;81.78;29.81;93.22;-9.83;-11.44
2022-06-09;A.E.2;16.05;99.51;37.22;31.38;-21.17;68.13
2022-07-09;B.E.1;10.92;14.65;19.91;61.96;-8.99;-47.31
2022-07-11;E.E.0;25.55;0.75;30.27;44.83;-4.72;-44.08
2022-07-15;E.C.S;12.3;65.87;18.23;42.74;-5.93;23.13
2022-07-24;A.D.0;15.4;62.55;29.31;10.84;-13.91;51.71
2022-07-30;E.E.3;27.6;15.56;13.19;57.27;14.41;-41.71
2022-08-18;A.D.1;33.11;67.64;17.86;17.94;15.25;49.7
2021-03-21;E.A.1;10.27;83.61;25.19;65.8;-14.92;17.81
2021-12-01;D.B.3;25.23;45.71;18.24;24.51;6.99;21.2
2021-12-21;E.A.2;31.05;39.79;25.65;54.56;5.4;-14.77
2022-01-16;C.E.0;12.73;3.14;27.81;8.67;-15.08;-5.53
2022-02-06;D.C.S;33.47;58.62;14.21;59.66;19.26;-1.04
2022-04-06;E.A.3;17.01;89.8;10.68;70.95;6.33;18.85
2022-05-11;A.E.1;21.79;42.86;26.43;91.45;-4.64;-48.59
