day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-27;C.B.3;32.6;50.54;30.88;78.42;1.72;-27.88
2020-04-28;B.C.3;37.24;66.6;26.95;79.28;10.29;-12.68
2020-05-12;B.B.S;26.15;66.75;16.15;21.99;10.0;44.76
2020-05-28;A.D.3;32.23;71.87;27.57;58.76;4.66;13.11
2020-05-28;B.E.3;16.9;69.03;31.61;89.36;-14.71;-20.33
2020-06-07;A.B.2;18.25;87.41;19.89;32.38;-1.64;55.03
2020-06-13;E.D.1;35.43;23.87;17.74;30.28;17.69;-6.41
2020-06-17;D.B.S;19.31;53.14;13.04;49.63;6.27;3.51
2020-06-20;D.A.3;13.63;55.87;20.51;23.79;-6.88;32.08
2020-07-07;E.B.1;33.82;50.33;29.75;64.97;4.07;-14.64
2020-07-07;B.B.0;12.26;57.94;23.46;16.77;-11.2;41.17
2020-07-16;D.E.1;15.41;27.21;13.78;72.73;1.63;-45.52
2020-07-26;A.B.0;37.41;66.95;11.0;78.81;26.41;-11.86
2020-08-29;D.A.S;11.13;25.2;18.84;67.75;-7.71;-42.55
2020-09-15;C.C.1;25.82;14.53;20.53;42.62;5.29;-28.09
2020-09-27;E.C.S;21.92;74.89;19.07;91.13;2.85;-16.24
2020-10-11;C.D.S;10.85;49.23;22.61;26.37;-11.76;22.86
2020-10-23;A.C.1;31.79;73.68;21.8;8.01;9.99;65.67
2020-11-25;B.C.0;36.85;9.49;29.64;66.07;7.21;-56.58
2020-12-28;B.C.3;22.81;80.31;31.58;34.38;-8.77;45.93
2021-01-03;B.D.S;16.21;50.57;26.37;17.56;-10.16;33.01
2021-01-08;E.C.2;16.36;99.77;12.62;13.9;3.74;85.87
2021-02-26;A.E.0;23.48;39.39;14.07;21.78;9.41;17.61
2021-03-16;B.D.3;29.93;45.14;16.78;32.94;13.15;12.2
2021-03-26;C.A.0;19.64;46.8;19.05;8.12;0.59;38.68
2021-04-19;B.A.S;20.16;19.86;34.23;64.38;-14.07;-44.52
2021-05-01;E.B.2;15.13;24.58;31.58;30.42;-16.45;-5.84
2021-06-19;E.A.S;10.45;68.66;22.61;60.66;-12.16;8.0
2021-07-07;D.A.0;13.76;55.29;35.42;64.45;-21.66;-9.16
2021-08-15;B.C.1;14.88;89.74;16.2;15.5;-1.32;74.24
2021-08-25;B.B.2;11.09;9.6;23.63;59.21;-12.54;-49.61
2021-09-17;E.C.3;16.61;37.75;27.16;23.18;-10.55;14.57
2021-10-10;C.D.0;23.22;57.75;13.54;95.27;9.68;-37.52
2021-11-30;B.C.1;26.63;52.34;17.8;34.7;8.83;17.64
2021-12-03;A.E.0;13.06;93.0;27.23;58.56;-14.17;34.44
2021-12-29;D.E.S;33.34;5.93;18.84;6.39;14.5;-0.46
2022-01-18;C.D.2;26.74;55.0;34.5;11.45;-7.76;43.55
2022-03-08;D.E.S;34.1;87.84;21.55;53.39;12.55;34.45
2022-04-05;E.E.1;15.94;93.77;15.55;31.02;0.39;62.75
2022-04-11;A.C.3;20.5;46.57;14.47;5.36;6.03;41.21
2022-04-17;A.A.3;20.6;58.3;17.14;95.85;3.46;-37.55
2022-05-20;B.C.3;22.28;32.29;33.15;73.53;-10.87;-41.24
2022-05-23;B.D.0;20.32;53.49;34.82;61.6;-14.5;-8.11
2022-05-29;B.A.S;21.34;52.67;18.28;75.95;3.06;-23.28
2022-06-06;C.E.0;28.87;33.82;24.09;49.25;4.78;-15.43
2022-07-07;C.A.3;10.81;94.49;10.6;1.18;0.21;93.31
2022-08-03;C.A.S;23.86;35.94;11.46;21.71;12.4;14.23
2022-08-19;B.B.1;22.8;42.64;24.56;4.08;-1.76;38.56
2022-08-24;B.D.S;31.0;84.57;23.64;20.36;7.36;64.21
2020-06-17;B.A.2;33.47;58.53;26.1;83.28;7.37;-24.75
2021-03-23;D.A.3;35.6;1.78;16.58;41.45;19.02;-39.67
2021-11-17;E.C.1;36.54;90.06;22.7;81.86;13.84;8.2
2022-01-10;E.A.0;17.63;38.71;34.02;43.7;-16.39;-4.99
2022-07-31;D.A.3;31.99;98.24;34.78;90.15;-2.79;8.09
2022-08-09;C.A.1;19.17;32.0;31.74;81.32;-12.57;-49.32
2022-08-25;C.C.3;12.29;71.09;16.67;5.38;-4.38;65.71
