day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-04;C.A.3;28.35;86.1;34.9;31.26;-6.55;54.84
2020-04-11;D.A.1;19.71;84.74;21.4;37.49;-1.69;47.25
2020-04-13;C.B.1;22.45;56.26;20.94;27.72;1.51;28.54
2020-04-23;C.D.3;12.83;96.53;20.89;66.1;-8.06;30.43
2020-04-24;D.D.3;31.93;80.22;21.36;31.4;10.57;48.82
2020-06-01;C.B.3;10.81;23.67;29.84;80.55;-19.03;-56.88
2020-06-02;C.A.0;22.09;60.93;14.24;4.32;7.85;56.61
2020-06-25;B.D.1;18.99;98.26;36.27;29.2;-17.28;69.06
2020-07-08;E.C.2;20.06;56.47;34.95;68.31;-14.89;-11.84
2020-09-06;C.E.0;31.22;36.01;15.06;20.95;16.16;15.06
2020-09-30;E.D.3;20.99;82.53;13.01;83.88;7.98;-1.35
2020-10-02;D.A.1;16.68;84.79;18.65;29.46;-1.97;55.33
2020-10-22;B.D.S;30.65;97.0;23.4;90.16;7.25;6.84
2020-10-25;A.D.2;16.71;92.8;23.63;57.24;-6.92;35.56
2020-10-28;C.C.3;18.12;30.69;15.3;88.5;2.82;-57.81
2020-11-03;E.A.0;34.63;51.15;24.19;41.65;10.44;9.5
2021-01-04;C.E.1;29.3;24.92;29.57;18.11;-0.27;6.81
2021-01-05;D.E.3;25.73;62.61;36.61;5.82;-10.88;56.79
2021-01-14;E.E.0;19.56;48.48;11.17;77.0;8.39;-28.52
2021-02-20;D.A.S;34.79;48.1;29.07;50.58;5.72;-2.48
2021-02-28;B.C.0;20.66;16.98;22.32;13.5;-1.66;3.48
2021-03-20;B.D.3;31.13;45.95;33.86;55.0;-2.73;-9.05
2021-04-12;A.E.S;21.76;63.29;22.62;49.51;-0.86;13.78
2021-04-24;C.D.S;30.07;63.78;22.24;23.74;7.83;40.04
2021-04-29;A.B.0;37.12;42.47;26.01;81.16;11.11;-38.69
2021-04-30;A.D.2;20.83;3.73;35.02;90.33;-14.19;-86.6
2021-05-17;D.B.S;34.23;29.58;29.62;26.39;4.61;3.19
2021-06-03;A.C.S;30.28;63.04;36.28;4.3;-6.0;58.74
2021-06-14;E.E.1;28.88;5.45;29.57;74.54;-0.69;-69.09
2021-06-25;A.E.3;14.84;47.27;28.83;11.9;-13.99;35.37
2021-07-08;E.C.S;16.58;95.8;26.71;5.99;-10.13;89.81
2021-07-21;E.E.0;25.1;23.66;23.49;87.07;1.61;-63.41
2021-07-31;A.C.S;23.53;10.09;32.02;51.82;-8.49;-41.73
2021-08-10;A.B.1;29.61;29.81;24.59;42.64;5.02;-12.83
2021-09-07;A.E.2;21.21;85.05;12.87;24.04;8.34;61.01
2021-09-08;B.D.S;12.51;86.72;15.25;65.92;-2.74;20.8
2021-10-30;D.C.2;36.21;14.77;25.18;79.58;11.03;-64.81
2021-10-30;A.E.3;32.73;23.42;31.29;9.93;1.44;13.49
2021-11-05;B.E.3;23.63;23.03;26.08;4.88;-2.45;18.15
2021-11-08;B.B.3;24.45;55.85;19.29;53.56;5.16;2.29
2021-11-18;E.D.1;10.26;97.45;26.13;91.9;-15.87;5.55
2021-11-27;E.A.1;12.66;45.72;11.07;69.85;1.59;-24.13
2021-12-24;D.D.3;25.51;78.46;10.35;73.82;15.16;4.64
2021-12-24;D.E.S;12.1;61.41;22.11;85.13;-10.01;-23.72
2022-01-06;D.E.1;33.23;8.2;28.32;16.26;4.91;-8.06
2022-01-08;B.D.1;26.04;36.88;26.77;66.93;-0.73;-30.05
2022-01-26;A.E.3;17.19;50.39;14.9;99.8;2.29;-49.41
2022-02-06;D.C.2;10.77;85.15;30.93;57.32;-20.16;27.83
2022-02-24;D.C.S;23.98;31.19;28.4;76.31;-4.42;-45.12
2022-03-09;D.B.1;28.88;33.23;23.87;34.11;5.01;-0.88
2022-03-16;E.B.3;22.93;64.36;35.74;4.87;-12.81;59.49
2022-05-20;E.B.0;11.99;99.92;32.7;73.76;-20.71;26.16
2022-06-05;A.B.3;19.79;67.45;35.46;82.46;-15.67;-15.01
2022-06-07;B.E.0;24.55;84.71;11.23;83.02;13.32;1.69
2022-07-16;E.D.1;33.1;30.53;13.85;39.44;19.25;-8.91
2022-07-21;A.D.1;34.27;34.59;20.27;69.69;14.0;-35.1
2022-07-27;C.D.0;36.32;52.94;15.25;93.03;21.07;-40.09
2022-08-08;A.E.1;24.73;15.38;16.0;15.38;8.73;0.0
2022-08-19;E.B.1;23.02;66.0;11.22;7.0;11.8;59.0
2022-08-24;B.A.1;21.48;46.2;22.35;81.03;-0.87;-34.83
2022-08-29;C.B.3;19.99;74.6;10.66;44.27;9.33;30.33
2020-10-26;E.C.1;27.01;50.77;12.37;21.32;14.64;29.45
2021-07-09;A.B.1;30.32;64.3;30.85;40.99;-0.53;23.31
2021-09-01;E.A.0;18.65;1.37;26.96;59.25;-8.31;-57.88
2021-11-16;E.A.S;22.97;56.96;31.66;31.83;-8.69;25.13
2022-02-17;C.E.S;18.78;10.82;26.42;68.63;-7.64;-57.81
2022-02-21;E.A.0;10.96;23.7;28.46;27.36;-17.5;-3.66
2022-03-20;C.C.3;20.16;50.52;14.44;73.43;5.72;-22.91
2022-03-28;C.C.1;20.86;26.6;12.64;64.14;8.22;-37.54
2022-04-25;C.C.1;19.0;71.29;25.84;86.48;-6.84;-15.19
2022-08-31;D.A.0;18.84;22.84;24.91;81.28;-6.07;-58.44
