day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-06;B.D.3;12.33;68.79;10.36;66.24;1.97;2.55
2020-04-06;D.A.1;18.47;51.2;27.59;72.71;-9.12;-21.51
2020-04-27;B.C.S;18.61;2.54;32.72;3.54;-14.11;-1.0
2020-04-29;B.C.S;22.21;90.38;28.35;85.58;-6.14;4.8
2020-04-29;C.A.1;10.25;41.36;27.0;60.46;-16.75;-19.1
2020-05-03;B.A.2;24.18;52.88;25.47;41.49;-1.29;11.39
2020-06-15;E.B.0;11.11;75.48;35.89;81.07;-24.78;-5.59
2020-06-19;C.E.2;15.8;28.28;33.89;78.76;-18.09;-50.48
2020-06-20;E.A.S;26.05;45.76;26.58;22.03;-0.53;23.73
2020-06-29;C.C.1;21.33;36.25;35.46;9.81;-14.13;26.44
2020-07-05;C.B.1;34.9;57.39;33.65;78.52;1.25;-21.13
2020-07-18;C.D.2;32.52;48.68;32.84;94.79;-0.32;-46.11
2020-07-22;A.D.S;25.51;55.3;33.49;56.54;-7.98;-1.24
2020-07-23;A.A.2;23.59;36.83;23.22;56.76;0.37;-19.93
2020-08-07;B.E.S;30.13;50.06;28.55;43.68;1.58;6.38
2020-08-08;C.D.3;11.43;93.01;20.81;57.91;-9.38;35.1
2020-08-22;E.A.2;35.48;78.77;25.88;81.95;9.6;-3.18
2020-09-08;E.E.2;14.09;79.14;37.22;82.14;-23.13;-3.0
2020-09-19;C.B.S;21.62;20.8;12.86;18.01;8.76;2.79
2020-09-30;D.E.3;29.35;38.52;31.4;85.29;-2.05;-46.77
2020-10-03;B.C.0;37.4;76.6;32.77;59.98;4.63;16.62
2020-10-05;C.B.3;11.61;64.93;18.24;37.69;-6.63;27.24
2020-10-15;A.A.2;20.8;48.91;15.05;94.57;5.75;-45.66
2020-10-16;D.C.S;18.89;24.42;22.63;99.34;-3.74;-74.92
2020-10-28;A.D.S;25.88;73.65;11.95;18.23;13.93;55.42
2020-11-02;C.D.2;11.37;8.39;12.14;71.1;-0.77;-62.71
2020-11-11;B.B.2;35.99;40.54;29.43;31.66;6.56;8.88
2020-11-15;C.E.2;30.28;56.26;26.0;75.32;4.28;-19.06
2020-11-21;B.A.S;32.86;1.57;30.13;79.96;2.73;-78.39
2020-12-15;B.A.1;32.8;92.96;20.02;84.27;12.78;8.69
2020-12-21;C.B.1;27.52;51.28;34.75;1.09;-7.23;50.19
2021-01-07;C.C.0;20.83;63.64;11.68;86.88;9.15;-23.24
2021-01-07;B.A.S;19.58;59.08;27.54;22.01;-7.96;37.07
2021-01-08;A.E.2;34.42;84.71;19.24;22.24;15.18;62.47
2021-01-15;C.A.2;18.02;25.68;18.88;25.64;-0.86;0.04
2021-01-22;E.E.2;26.94;53.58;28.2;52.65;-1.26;0.93
2021-01-29;E.A.0;17.18;96.35;30.03;40.17;-12.85;56.18
2021-01-29;B.E.S;25.63;82.54;21.23;49.39;4.4;33.15
2021-02-04;B.B.S;25.08;76.21;26.61;85.19;-1.53;-8.98
2021-02-21;D.D.0;37.15;51.9;29.72;54.07;7.43;-2.17
2021-03-10;E.E.1;22.28;81.92;31.08;46.87;-8.8;35.05
