day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-04;B.D.1;18.29;59.35;23.27;48.17;-4.98;11.18
2020-04-16;A.E.2;25.04;36.45;15.37;2.46;9.67;33.99
2020-04-26;C.A.S;17.01;23.44;22.23;50.28;-5.22;-26.84
2020-04-28;D.B.2;20.73;23.68;12.7;63.91;8.03;-40.23
2020-05-19;B.A.S;19.16;20.85;24.76;92.72;-5.6;-71.87
2020-06-15;C.C.2;26.55;55.13;19.43;37.58;7.12;17.55
2020-07-25;C.D.1;35.32;70.95;20.41;30.12;14.91;40.83
2020-07-28;B.B.0;18.89;46.86;22.52;68.89;-3.63;-22.03
2020-08-05;E.A.S;29.12;50.55;25.94;92.71;3.18;-42.16
2020-08-05;C.D.S;24.31;90.32;22.0;49.15;2.31;41.17
2020-08-07;A.D.0;32.28;81.06;27.22;56.78;5.06;24.28
2020-08-08;B.C.2;21.69;63.12;35.61;99.4;-13.92;-36.28
2020-08-26;C.E.3;22.13;99.84;36.36;68.65;-14.23;31.19
2020-10-03;E.D.0;23.48;47.15;28.18;28.43;-4.7;18.72
2020-10-06;D.A.1;20.31;95.32;29.54;2.19;-9.23;93.13
2020-10-08;C.E.3;29.32;40.6;19.27;17.9;10.05;22.7
2020-10-28;B.E.0;27.31;52.31;25.17;66.62;2.14;-14.31
2020-11-01;C.D.1;22.84;19.96;14.16;65.5;8.68;-45.54
2020-12-29;D.C.3;31.51;26.66;29.57;60.49;1.94;-33.83
2021-01-19;E.C.3;30.76;34.03;24.42;16.72;6.34;17.31
2021-01-27;C.B.1;32.49;95.86;10.06;26.2;22.43;69.66
2021-02-14;E.A.S;14.91;51.05;27.22;67.27;-12.31;-16.22
2021-03-03;A.E.2;34.23;22.78;33.33;88.11;0.9;-65.33
2021-03-04;D.E.2;11.55;65.13;15.64;65.03;-4.09;0.1
2021-03-07;E.B.0;24.49;79.06;26.14;67.4;-1.65;11.66
2021-03-13;A.E.1;30.89;89.78;18.07;36.92;12.82;52.86
2021-03-22;A.D.S;29.32;74.2;17.25;60.33;12.07;13.87
