day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;C.B.0;16.96;58.49;26.66;55.0;-9.7;3.49
2020-04-25;A.D.0;16.8;99.04;13.75;10.23;3.05;88.81
2020-04-28;D.D.1;21.08;91.36;29.6;22.49;-8.52;68.87
2020-05-09;D.C.2;13.39;16.94;24.32;63.6;-10.93;-46.66
2020-05-11;A.E.2;28.89;77.91;34.0;64.01;-5.11;13.9
2020-05-18;D.A.0;24.97;24.33;37.32;93.22;-12.35;-68.89
2020-05-19;C.A.S;12.32;36.99;18.17;11.96;-5.85;25.03
2020-06-09;E.A.0;18.67;17.02;24.66;76.28;-5.99;-59.26
2020-06-16;C.B.3;20.6;85.94;26.55;24.57;-5.95;61.37
2020-07-11;E.A.2;18.13;89.63;23.88;68.42;-5.75;21.21
2020-08-15;A.E.2;20.08;84.45;27.79;4.42;-7.71;80.03
2020-08-21;D.E.0;32.19;1.2;24.01;17.05;8.18;-15.85
2020-10-16;B.C.1;25.98;36.5;25.37;46.3;0.61;-9.8
2020-10-30;B.D.3;27.62;82.8;22.82;75.57;4.8;7.23
2020-12-03;D.B.2;13.18;61.21;36.94;76.08;-23.76;-14.87
2020-12-10;D.A.S;14.99;42.66;12.96;58.9;2.03;-16.24
2021-01-10;E.A.2;21.68;70.88;35.23;42.7;-13.55;28.18
2021-01-16;D.B.2;18.35;49.06;29.78;33.09;-11.43;15.97
2021-02-11;C.B.1;22.31;84.44;21.96;61.47;0.35;22.97
2021-02-14;D.C.0;31.28;31.35;30.32;51.47;0.96;-20.12
2021-02-16;C.C.S;12.1;58.73;23.15;1.07;-11.05;57.66
2021-03-19;C.D.3;24.08;87.98;22.55;30.74;1.53;57.24
2021-05-02;E.D.2;12.25;26.79;21.06;9.08;-8.81;17.71
2021-05-27;C.B.S;28.28;35.55;21.51;91.73;6.77;-56.18
2021-06-07;A.A.3;27.99;51.44;25.42;94.99;2.57;-43.55
2021-07-21;E.C.1;20.86;4.27;25.92;30.35;-5.06;-26.08
2021-07-23;D.B.2;11.76;83.35;28.74;59.88;-16.98;23.47
2021-07-26;C.D.0;36.51;99.46;13.95;97.47;22.56;1.99
2021-08-01;B.D.S;36.5;24.5;28.9;85.94;7.6;-61.44
2021-08-25;D.A.1;36.67;49.13;18.45;45.05;18.22;4.08
2021-09-04;B.A.3;34.92;28.53;28.27;27.35;6.65;1.18
2021-09-06;E.C.S;15.74;59.51;12.59;70.62;3.15;-11.11
2021-09-15;E.C.2;18.04;32.23;20.75;84.93;-2.71;-52.7
2021-10-19;E.B.0;22.87;59.51;33.06;38.47;-10.19;21.04
2021-11-10;D.D.2;23.7;45.57;30.48;73.62;-6.78;-28.05
2021-12-08;D.D.1;21.77;66.6;32.65;42.33;-10.88;24.27
2021-12-13;B.B.2;20.87;53.84;35.44;1.93;-14.57;51.91
2021-12-26;E.C.3;33.6;53.46;33.5;14.38;0.1;39.08
2022-01-19;E.E.S;31.04;74.52;12.0;9.26;19.04;65.26
2022-01-27;B.B.1;12.2;39.75;21.5;45.97;-9.3;-6.22
2022-02-26;A.E.2;18.66;38.02;19.75;20.52;-1.09;17.5
2022-03-01;C.E.2;21.71;21.28;12.79;93.92;8.92;-72.64
2022-04-15;E.E.0;11.43;1.71;24.24;11.92;-12.81;-10.21
2022-05-17;A.E.2;21.59;28.53;20.43;46.34;1.16;-17.81
2022-05-17;C.B.2;37.01;72.54;19.16;13.98;17.85;58.56
2022-05-19;E.B.1;17.31;74.64;19.25;61.05;-1.94;13.59
2022-06-15;C.A.3;23.99;28.56;25.42;24.87;-1.43;3.69
2022-07-16;A.D.2;29.05;38.55;14.29;49.56;14.76;-11.01
2021-07-18;E.C.2;26.81;42.05;36.69;92.99;-9.88;-50.94
2021-08-19;E.B.3;26.84;52.37;25.47;10.22;1.37;42.15
2022-01-03;D.E.S;12.85;31.38;34.53;58.65;-21.68;-27.27
2022-06-13;C.E.1;23.34;61.38;17.91;38.77;5.43;22.61
2022-08-28;A.B.2;18.77;53.5;12.05;99.85;6.72;-46.35
