day;fullFloorLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-22;A.E.S;20.56;92.81;33.03;70.26;-12.47;22.55
2020-05-23;A.D.2;21.27;24.1;33.65;69.43;-12.38;-45.33
2020-05-25;B.C.0;17.81;17.36;33.36;33.99;-15.55;-16.63
2020-06-26;A.E.S;11.7;31.31;32.72;53.35;-21.02;-22.04
2020-06-29;D.D.2;36.7;31.17;10.13;18.9;26.57;12.27
2020-07-02;B.C.1;32.94;41.61;10.73;81.11;22.21;-39.5
2020-07-03;C.D.1;37.34;91.54;21.17;42.07;16.17;49.47
2020-08-03;C.B.1;14.82;23.39;32.34;35.86;-17.52;-12.47
2020-08-31;B.D.0;32.37;22.98;35.92;11.25;-3.55;11.73
2020-09-01;D.D.0;22.27;70.15;20.26;62.13;2.01;8.02
2020-09-24;C.E.2;31.44;80.1;13.46;60.08;17.98;20.02
2020-10-01;D.E.1;13.65;62.55;26.65;47.46;-13.0;15.09
2020-10-18;A.D.3;27.22;17.45;17.78;51.57;9.44;-34.12
2020-10-22;B.B.S;15.64;43.26;33.54;33.05;-17.9;10.21
2020-10-24;B.B.S;29.37;22.32;32.38;17.19;-3.01;5.13
2020-11-25;D.A.0;32.46;16.67;23.19;91.61;9.27;-74.94
2020-12-05;D.B.S;17.82;95.25;27.31;3.19;-9.49;92.06
2020-12-09;C.C.1;15.92;8.05;24.44;63.61;-8.52;-55.56
2020-12-15;B.E.0;24.83;12.27;15.71;33.86;9.12;-21.59
2020-12-16;C.B.1;33.72;84.2;25.63;21.61;8.09;62.59
2020-12-18;A.C.3;24.6;9.26;12.41;75.45;12.19;-66.19
2021-01-06;C.B.3;10.56;22.78;13.85;89.01;-3.29;-66.23
2021-01-08;C.A.1;23.08;57.4;35.0;16.75;-11.92;40.65
2021-01-16;A.D.S;32.62;31.56;31.53;76.18;1.09;-44.62
2021-01-29;B.D.2;25.31;41.47;25.76;72.64;-0.45;-31.17
2021-02-13;A.C.S;16.21;33.76;37.01;57.51;-20.8;-23.75
2021-03-04;C.B.2;10.77;61.14;30.25;59.53;-19.48;1.61
2021-03-07;C.E.2;26.63;46.34;27.01;40.17;-0.38;6.17
2021-03-12;C.B.3;17.33;96.23;27.29;34.69;-9.96;61.54
2021-04-13;E.D.0;17.46;7.13;14.54;45.75;2.92;-38.62
2021-04-17;B.C.0;36.92;94.55;29.23;72.62;7.69;21.93
2021-05-08;E.B.S;26.55;59.56;25.61;51.07;0.94;8.49
2021-05-14;B.A.S;19.84;9.47;11.91;83.7;7.93;-74.23
2021-05-23;D.B.1;28.38;59.21;17.44;57.57;10.94;1.64
2021-05-27;A.E.S;22.43;27.67;12.33;34.22;10.1;-6.55
2021-06-03;C.E.0;26.91;88.48;34.12;46.65;-7.21;41.83
2021-06-11;A.E.3;28.93;54.09;37.37;41.5;-8.44;12.59
2021-08-06;D.D.0;22.48;87.98;28.98;45.9;-6.5;42.08
2021-08-17;A.C.2;31.71;65.3;31.23;86.09;0.48;-20.79
2021-08-22;B.A.3;13.9;56.91;36.91;18.69;-23.01;38.22
2021-09-13;C.B.1;20.2;76.06;24.85;68.37;-4.65;7.69
2021-10-04;E.E.S;12.06;0.21;29.83;81.54;-17.77;-81.33
2021-11-08;B.D.2;20.37;74.69;20.26;81.89;0.11;-7.2
2021-11-11;C.E.3;34.01;42.8;24.01;67.42;10.0;-24.62
2021-11-16;B.A.0;35.86;44.28;31.92;45.61;3.94;-1.33
2022-01-12;D.D.3;28.45;20.2;20.9;58.0;7.55;-37.8
2022-02-08;B.A.2;12.41;28.95;23.66;68.82;-11.25;-39.87
2022-02-24;D.D.0;36.5;44.1;16.88;85.12;19.62;-41.02
2022-02-26;B.E.S;20.83;96.15;25.23;30.67;-4.4;65.48
2022-03-03;A.E.S;26.96;7.88;25.16;90.89;1.8;-83.01
2022-03-24;C.A.1;14.06;82.58;19.74;57.61;-5.68;24.97
2022-03-27;E.E.2;37.24;81.65;27.48;47.91;9.76;33.74
2022-03-31;B.C.3;23.95;82.68;27.36;7.97;-3.41;74.71
2022-04-05;A.B.0;32.15;64.42;25.74;86.63;6.41;-22.21
2022-04-24;B.D.1;16.04;8.37;23.97;21.33;-7.93;-12.96
2022-04-29;E.E.2;21.32;61.24;30.49;12.39;-9.17;48.85
2022-05-01;C.A.0;13.05;42.29;24.97;3.4;-11.92;38.89
2022-05-13;C.A.1;22.77;41.84;21.26;52.77;1.51;-10.93
2022-05-23;E.E.3;10.38;30.91;29.51;2.26;-19.13;28.65
2022-06-02;A.E.S;19.34;71.98;34.51;65.66;-15.17;6.32
2022-06-02;E.B.2;13.47;64.89;29.5;26.26;-16.03;38.63
2022-07-13;B.C.0;23.23;63.76;20.09;81.79;3.14;-18.03
2022-08-21;C.E.2;22.6;71.9;30.92;10.5;-8.32;61.4
2022-08-26;E.D.S;32.14;64.06;13.64;45.64;18.5;18.42
2020-11-24;A.C.2;24.88;33.29;15.66;5.53;9.22;27.76
2021-09-22;D.B.1;19.49;43.77;33.66;70.57;-14.17;-26.8
2021-09-28;C.E.2;12.74;82.49;20.13;46.94;-7.39;35.55
2021-11-23;A.C.2;31.33;96.6;23.79;51.87;7.54;44.73
2022-06-02;D.A.S;12.91;12.76;35.76;81.25;-22.85;-68.49
2022-06-27;A.B.1;22.16;80.37;21.89;86.98;0.27;-6.61
2022-08-15;D.A.S;23.01;68.26;27.1;16.18;-4.09;52.08
