day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-02;D.A.0.C;33.54;44.99;22.19;85.55;11.35;-40.56
2020-05-04;A.A.2.C;20.75;61.58;19.96;85.17;0.79;-23.59
2020-06-07;C.A.1.E;21.24;70.25;10.89;36.72;10.35;33.53
2020-06-10;B.E.3.A;27.42;6.76;34.92;98.89;-7.5;-92.13
2020-07-24;C.A.0.B;29.61;23.03;33.06;79.05;-3.45;-56.02
2020-09-08;D.A.0.D;19.02;93.53;25.05;27.3;-6.03;66.23
2020-09-11;B.A.S.D;14.94;99.96;25.7;31.64;-10.76;68.32
2020-11-21;B.C.0.D;15.27;10.61;11.82;92.42;3.45;-81.81
2021-05-28;A.A.2.E;25.34;56.45;32.65;29.82;-7.31;26.63
2021-05-29;D.A.S.D;36.88;56.43;24.54;64.71;12.34;-8.28
2021-07-20;B.E.1.C;34.78;12.13;21.15;86.9;13.63;-74.77
2021-08-13;A.D.0.A;19.22;71.25;34.66;24.52;-15.44;46.73
2021-08-28;A.D.0.C;25.61;10.51;20.91;92.76;4.7;-82.25
2021-09-13;A.E.0.E;14.23;65.12;32.88;9.69;-18.65;55.43
2021-10-10;D.E.0.A;13.75;8.94;25.95;32.42;-12.2;-23.48
2021-10-27;C.A.0.B;15.53;15.79;19.53;79.37;-4.0;-63.58
2021-11-07;C.C.S.B;12.78;43.96;32.56;39.71;-19.78;4.25
2022-07-22;A.D.1.E;22.03;75.18;15.49;12.84;6.54;62.34
2022-08-01;E.C.0.C;13.88;95.55;24.65;92.95;-10.77;2.6
2022-08-09;A.D.S.D;29.84;73.65;36.81;53.43;-6.97;20.22
2021-03-01;A.E.3.B;16.03;48.01;19.71;20.18;-3.68;27.83
