day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-05;B.E.0.D;12.74;15.23;31.96;98.91;-19.22;-83.68
2020-07-13;C.D.1.A;20.72;68.67;14.72;58.27;6.0;10.4
2020-07-30;C.B.2.E;22.0;13.72;20.13;70.52;1.87;-56.8
2020-08-25;D.C.2.E;21.62;63.55;25.62;29.99;-4.0;33.56
2020-09-05;E.E.1.A;36.79;97.46;24.47;91.26;12.32;6.2
2020-12-10;B.D.2.A;35.58;66.09;32.95;76.45;2.63;-10.36
2021-04-26;B.A.S.D;21.67;25.46;22.77;30.17;-1.1;-4.71
2021-05-08;E.A.S.C;14.43;5.45;14.66;37.85;-0.23;-32.4
2021-06-04;A.D.0.D;17.11;53.53;28.95;34.9;-11.84;18.63
2021-06-25;E.B.1.B;22.75;96.5;11.59;91.68;11.16;4.82
2021-08-17;B.D.0.C;10.08;31.67;34.92;18.41;-24.84;13.26
2021-12-08;C.C.2.A;23.78;41.38;34.75;62.97;-10.97;-21.59
2022-02-05;A.B.1.A;14.43;10.6;16.48;61.22;-2.05;-50.62
2022-05-18;D.C.3.A;36.18;24.01;20.69;81.14;15.49;-57.13
2022-06-03;B.A.S.C;17.3;41.04;24.56;85.17;-7.26;-44.13
2022-08-17;D.C.0.C;29.22;89.25;21.96;22.99;7.26;66.26
2021-01-10;B.B.S.E;16.73;92.62;32.95;97.83;-16.22;-5.21
