day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;A.B.2.D;14.9;50.05;17.34;99.14;-2.44;-49.09
2020-04-26;E.C.3.D;15.95;42.82;30.9;80.07;-14.95;-37.25
2020-06-28;B.C.2.E;26.61;73.14;10.76;26.23;15.85;46.91
2020-07-21;D.C.3.C;25.73;28.87;32.04;82.58;-6.31;-53.71
2020-11-29;B.C.S.B;19.52;96.1;13.45;60.87;6.07;35.23
2021-02-23;D.B.S.C;21.06;45.2;14.36;43.05;6.7;2.15
2021-03-20;D.E.1.C;20.37;50.46;14.44;82.39;5.93;-31.93
2021-04-10;C.C.2.D;16.11;34.21;22.06;17.5;-5.95;16.71
2021-06-28;A.C.0.E;14.87;92.24;13.97;89.35;0.9;2.89
2021-11-24;E.B.1.D;33.47;28.21;10.38;74.85;23.09;-46.64
2022-03-18;C.B.S.B;19.78;13.81;28.72;98.56;-8.94;-84.75
2022-04-10;D.D.2.B;13.24;91.69;23.22;28.05;-9.98;63.64
2022-05-07;C.C.S.C;35.12;79.53;26.8;16.8;8.32;62.73
2021-01-03;A.B.0.A;28.52;85.14;27.59;36.66;0.93;48.48
2021-11-23;E.A.3.B;19.38;77.42;18.18;7.75;1.2;69.67
2022-01-02;D.D.1.C;31.84;49.47;19.19;46.42;12.65;3.05
2022-04-30;B.D.0.D;17.57;7.64;10.26;90.35;7.31;-82.71
2022-05-25;C.A.S.C;30.5;10.26;30.65;38.47;-0.15;-28.21
