day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-18;C.C.S.C;14.12;28.44;21.61;21.12;-7.49;7.32
2020-04-21;C.A.S.C;11.95;55.48;34.58;51.64;-22.63;3.84
2020-04-30;D.E.S.D;27.72;71.64;15.89;42.94;11.83;28.7
2020-09-09;B.A.0.A;17.5;79.12;25.92;86.4;-8.42;-7.28
2020-09-10;B.A.2.B;24.17;35.4;35.9;37.22;-11.73;-1.82
2020-09-30;E.A.3.D;18.69;47.8;28.03;6.51;-9.34;41.29
2020-11-20;D.E.1.C;31.92;40.8;32.3;19.14;-0.38;21.66
2021-01-07;D.A.2.D;25.96;16.92;13.12;39.28;12.84;-22.36
2021-02-15;E.D.2.A;34.64;20.66;14.96;54.49;19.68;-33.83
2021-03-20;A.B.1.A;17.75;57.17;30.72;46.65;-12.97;10.52
2021-04-08;A.B.3.C;14.33;1.23;30.54;47.76;-16.21;-46.53
2021-04-09;D.D.S.C;36.77;83.32;32.33;65.22;4.44;18.1
2021-07-23;A.E.1.C;24.34;57.33;12.89;12.68;11.45;44.65
2021-08-12;E.C.0.B;13.86;58.29;25.91;17.56;-12.05;40.73
2021-11-01;A.C.1.D;21.32;15.48;20.78;81.75;0.54;-66.27
2021-12-12;A.E.3.E;33.69;86.19;22.05;17.17;11.64;69.02
2021-12-15;C.B.S.D;16.78;60.23;22.15;95.06;-5.37;-34.83
2022-02-15;E.A.1.E;14.28;78.83;35.97;2.25;-21.69;76.58
2022-02-25;E.E.3.B;12.35;80.5;15.66;50.89;-3.31;29.61
2022-02-27;A.D.2.D;32.38;40.87;16.38;48.88;16.0;-8.01
2022-03-05;C.A.2.C;23.94;45.99;26.32;36.91;-2.38;9.08
2022-04-11;A.C.0.C;19.58;32.45;15.82;2.39;3.76;30.06
2022-05-16;E.D.3.A;23.89;71.8;32.45;16.4;-8.56;55.4
2022-06-17;D.D.S.D;20.73;97.12;22.54;28.56;-1.81;68.56
