day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-30;A.B.3.B;27.64;22.9;28.13;61.75;-0.49;-38.85
2020-06-27;D.D.2.D;16.37;50.57;23.32;36.05;-6.95;14.52
2020-07-17;B.A.3.E;29.29;95.41;21.39;98.24;7.9;-2.83
2020-10-16;B.E.0.B;23.85;57.11;19.23;82.25;4.62;-25.14
2020-11-26;E.D.3.D;25.47;72.43;35.91;77.11;-10.44;-4.68
2021-01-09;C.C.3.A;27.56;6.1;25.97;7.97;1.59;-1.87
2021-02-02;A.C.S.D;24.01;1.27;16.32;22.33;7.69;-21.06
2021-03-09;D.D.3.B;18.12;58.73;33.29;14.04;-15.17;44.69
2021-03-11;A.E.3.A;34.21;45.27;10.45;15.63;23.76;29.64
2021-03-19;E.A.2.A;34.75;19.41;11.75;45.75;23.0;-26.34
2021-04-11;E.C.3.A;14.19;7.26;14.37;1.94;-0.18;5.32
2021-04-23;D.A.0.B;34.55;47.36;34.08;38.58;0.47;8.78
2021-05-31;E.C.S.E;16.94;90.05;12.51;74.02;4.43;16.03
2021-06-14;A.C.2.A;13.05;52.65;27.67;89.32;-14.62;-36.67
2021-07-02;A.A.2.D;24.7;83.04;16.55;8.15;8.15;74.89
2021-09-04;C.C.3.A;11.1;50.39;36.12;16.07;-25.02;34.32
2021-10-05;D.D.2.D;12.27;13.66;37.45;62.9;-25.18;-49.24
2021-11-05;D.E.S.A;11.11;32.82;21.86;10.75;-10.75;22.07
2021-11-27;E.E.2.E;17.43;28.18;27.69;34.31;-10.26;-6.13
2021-12-17;C.A.3.D;23.32;26.61;20.09;41.42;3.23;-14.81
2022-03-28;A.E.0.D;27.13;96.32;29.47;31.04;-2.34;65.28
2022-04-21;C.B.S.C;15.41;45.24;23.08;34.24;-7.67;11.0
2022-06-11;A.A.3.A;36.32;11.88;24.01;10.71;12.31;1.17
2022-06-22;A.C.2.A;12.52;75.96;24.8;27.13;-12.28;48.83
2022-05-07;E.A.0.A;10.3;53.06;25.33;58.54;-15.03;-5.48
2022-05-12;C.C.2.E;33.17;32.84;32.43;70.77;0.74;-37.93
