day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-23;C.C.0.A;32.67;75.67;24.13;3.42;8.54;72.25
2020-07-18;D.B.2.E;16.85;14.98;25.48;86.19;-8.63;-71.21
2020-08-02;E.E.3.E;29.63;90.45;36.19;57.5;-6.56;32.95
2020-08-23;C.C.3.C;33.65;33.39;19.33;40.21;14.32;-6.82
2020-09-21;C.D.3.D;13.22;37.38;10.29;91.45;2.93;-54.07
2020-09-27;B.B.2.D;34.94;42.73;24.56;37.51;10.38;5.22
2020-10-23;E.E.0.E;14.93;68.1;21.42;43.15;-6.49;24.95
2020-12-24;D.B.1.B;11.52;28.04;33.84;71.83;-22.32;-43.79
2021-04-09;D.D.3.D;31.24;22.47;24.94;45.96;6.3;-23.49
2021-06-04;E.B.3.A;11.87;21.2;26.73;6.32;-14.86;14.88
2021-08-09;B.B.2.B;34.08;85.16;19.41;78.85;14.67;6.31
2021-08-21;E.B.2.A;12.5;0.25;23.15;72.64;-10.65;-72.39
2021-08-25;E.B.2.B;33.76;68.09;10.61;74.57;23.15;-6.48
2021-09-26;B.E.2.D;25.44;92.53;25.32;79.99;0.12;12.54
2021-11-27;D.E.S.B;11.31;49.66;24.2;10.78;-12.89;38.88
2021-12-27;B.D.3.B;24.08;83.9;14.04;2.23;10.04;81.67
2022-01-09;B.A.0.B;15.86;0.6;20.54;8.64;-4.68;-8.04
2022-01-23;D.A.1.A;16.88;12.55;18.96;80.44;-2.08;-67.89
2022-03-22;B.B.0.A;32.82;86.38;33.39;16.07;-0.57;70.31
2022-05-21;C.C.1.E;28.44;24.03;22.08;54.05;6.36;-30.02
2022-06-15;A.D.2.E;35.97;95.23;29.08;99.22;6.89;-3.99
2022-06-18;E.E.S.C;24.81;29.89;13.18;58.43;11.63;-28.54
2021-12-09;E.C.1.A;25.57;86.49;37.03;43.79;-11.46;42.7
2022-04-06;A.C.3.E;25.59;42.29;34.82;30.99;-9.23;11.3
