day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;E.A.0.B;23.73;70.63;24.75;15.17;-1.02;55.46
2020-04-23;E.C.0.E;27.15;37.99;32.21;21.59;-5.06;16.4
2020-06-13;D.A.0.D;10.87;24.98;28.66;43.58;-17.79;-18.6
2020-07-17;C.D.1.D;20.07;33.0;30.55;88.3;-10.48;-55.3
2020-08-06;E.C.2.D;13.27;55.24;12.33;92.6;0.94;-37.36
2020-10-02;E.B.3.C;12.0;93.06;31.14;39.63;-19.14;53.43
2020-10-12;C.D.0.B;34.48;94.7;16.37;23.42;18.11;71.28
2020-10-23;B.A.1.C;24.2;37.51;31.54;43.42;-7.34;-5.91
2021-02-25;B.A.0.D;24.42;98.61;28.53;56.04;-4.11;42.57
2021-04-02;A.B.1.A;30.78;26.23;18.71;36.27;12.07;-10.04
2021-04-29;E.D.1.E;26.56;48.74;23.96;58.14;2.6;-9.4
2021-05-08;C.E.0.E;19.41;50.22;33.9;77.0;-14.49;-26.78
2021-06-08;C.B.2.C;13.45;14.34;15.15;94.87;-1.7;-80.53
2021-09-26;D.B.0.C;19.4;17.38;15.53;25.35;3.87;-7.97
2021-10-04;E.E.3.D;36.59;17.67;14.31;59.93;22.28;-42.26
2021-11-24;B.B.1.A;12.06;32.04;34.26;95.99;-22.2;-63.95
2021-11-24;E.A.0.A;37.05;53.75;11.42;90.58;25.63;-36.83
2022-04-11;D.C.1.A;21.98;39.21;25.51;82.58;-3.53;-43.37
2022-07-26;E.A.2.E;37.15;35.84;16.8;22.19;20.35;13.65
2022-08-23;D.D.0.B;22.65;60.95;17.55;8.3;5.1;52.65
