day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-24;A.A.1.E;36.89;82.94;11.89;50.76;25.0;32.18
2020-05-06;E.A.3.D;34.35;62.59;29.01;23.27;5.34;39.32
2020-07-06;A.A.1.C;29.82;3.56;17.45;83.71;12.37;-80.15
2020-09-14;C.E.0.E;17.63;1.56;22.04;30.95;-4.41;-29.39
2020-10-07;E.E.0.E;23.74;66.98;26.87;42.24;-3.13;24.74
2020-10-20;D.D.0.A;18.02;84.4;26.51;10.95;-8.49;73.45
2020-10-30;E.C.2.B;12.24;46.78;20.56;63.64;-8.32;-16.86
2021-01-08;D.B.3.E;24.61;68.67;16.23;93.33;8.38;-24.66
2021-01-21;A.B.1.E;21.44;69.75;20.12;38.98;1.32;30.77
2021-03-01;D.A.2.A;19.06;20.87;34.72;35.33;-15.66;-14.46
2021-05-03;E.B.1.C;30.93;88.79;30.38;38.62;0.55;50.17
2021-05-19;C.C.2.C;34.04;6.16;14.04;90.08;20.0;-83.92
2021-05-20;C.B.1.E;33.91;94.32;27.44;6.36;6.47;87.96
2021-06-08;B.A.S.A;31.93;43.39;36.64;33.25;-4.71;10.14
2021-07-01;E.D.3.C;28.99;48.58;29.57;77.18;-0.58;-28.6
2021-07-11;A.C.0.A;22.05;98.99;29.41;49.25;-7.36;49.74
2021-10-05;E.E.S.A;36.11;95.39;17.9;5.82;18.21;89.57
2021-10-07;E.C.3.A;25.21;79.61;21.82;94.71;3.39;-15.1
2022-01-04;D.D.0.D;22.44;62.11;36.11;48.46;-13.67;13.65
2022-01-27;B.E.2.C;16.07;54.62;31.35;70.55;-15.28;-15.93
2022-07-05;D.B.S.C;33.03;70.02;32.4;88.97;0.63;-18.95
2021-09-02;E.C.0.A;36.31;60.65;20.13;36.08;16.18;24.57
2021-10-16;A.C.S.B;11.24;34.12;27.96;29.74;-16.72;4.38
2022-07-19;E.E.0.C;14.08;25.26;29.36;86.19;-15.28;-60.93
