day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-14;C.E.2.C;25.31;57.31;26.59;96.97;-1.28;-39.66
2020-08-05;B.C.S.A;21.49;30.45;30.01;81.83;-8.52;-51.38
2020-09-24;C.C.S.C;36.86;14.7;32.06;60.71;4.8;-46.01
2020-09-29;C.D.1.D;20.27;3.06;22.61;38.81;-2.34;-35.75
2020-10-30;C.D.0.C;37.24;78.41;29.55;76.82;7.69;1.59
2021-01-26;B.E.2.D;25.8;76.35;28.02;5.05;-2.22;71.3
2021-03-21;D.D.S.B;24.59;82.13;23.76;23.51;0.83;58.62
2021-07-05;B.D.S.C;32.34;63.9;20.38;34.9;11.96;29.0
2021-07-07;D.A.1.B;10.44;43.76;23.24;34.66;-12.8;9.1
2021-07-12;A.A.2.E;32.64;28.84;17.36;66.42;15.28;-37.58
2021-08-11;A.B.1.C;18.87;58.75;25.05;32.08;-6.18;26.67
2021-09-26;D.A.1.B;27.49;88.79;20.21;35.38;7.28;53.41
2021-10-24;B.D.0.C;25.65;73.77;30.99;30.89;-5.34;42.88
2021-11-13;C.B.0.C;27.95;50.34;20.92;84.74;7.03;-34.4
2021-11-16;B.C.S.C;25.47;87.25;24.76;95.35;0.71;-8.1
2021-11-26;C.A.3.E;24.3;68.11;23.12;83.03;1.18;-14.92
2021-12-11;E.D.3.C;37.45;13.72;12.45;2.61;25.0;11.11
2022-02-08;B.C.2.C;30.92;73.61;23.22;8.9;7.7;64.71
2022-03-30;E.B.0.B;34.4;46.84;35.71;33.77;-1.31;13.07
2021-09-02;A.D.0.D;21.19;9.37;10.18;12.58;11.01;-3.21
