day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-09-10;B.C.2.D;19.19;42.39;33.54;42.85;-14.35;-0.46
2020-09-15;B.E.3.C;33.02;99.73;20.78;25.78;12.24;73.95
2020-09-16;B.D.S.D;21.12;42.27;20.33;56.87;0.79;-14.6
2020-09-27;B.A.2.E;23.38;51.23;18.8;57.94;4.58;-6.71
2021-01-03;E.C.2.C;20.29;31.08;11.81;26.79;8.48;4.29
2021-01-21;C.D.0.C;36.68;69.22;31.18;42.09;5.5;27.13
2021-06-08;B.B.2.E;15.21;81.6;26.76;84.16;-11.55;-2.56
2021-07-03;B.A.3.D;20.78;30.38;24.51;31.28;-3.73;-0.9
2021-07-14;B.A.3.D;23.9;49.7;18.39;40.35;5.51;9.35
2021-09-03;C.A.3.D;10.1;98.08;31.15;18.47;-21.05;79.61
2021-09-17;B.B.3.C;35.35;6.75;11.74;29.91;23.61;-23.16
2021-09-24;C.A.2.D;15.31;49.44;25.11;44.83;-9.8;4.61
2021-11-07;C.E.3.A;24.21;19.79;15.95;3.45;8.26;16.34
2022-07-18;E.C.1.D;19.61;32.21;32.77;76.99;-13.16;-44.78
2022-07-28;B.B.S.E;34.0;2.57;11.52;76.1;22.48;-73.53
2022-07-29;C.D.3.E;18.12;41.35;33.44;92.93;-15.32;-51.58
2022-08-11;A.A.2.D;22.02;70.07;24.72;74.83;-2.7;-4.76
2022-02-20;C.B.0.C;25.4;81.84;24.36;56.87;1.04;24.97
