day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-22;B.E.2.C;34.81;96.45;35.66;29.62;-0.85;66.83
2020-06-14;D.B.2.E;25.85;40.12;25.81;73.1;0.04;-32.98
2020-08-13;D.E.0.D;25.47;62.33;28.32;41.98;-2.85;20.35
2020-08-18;E.E.2.B;20.66;14.11;10.32;57.37;10.34;-43.26
2020-08-21;A.B.3.E;15.62;64.28;31.92;58.98;-16.3;5.3
2020-09-24;D.D.1.B;30.74;28.73;26.47;40.97;4.27;-12.24
2020-12-14;C.A.1.E;15.62;79.56;18.87;76.86;-3.25;2.7
2021-02-02;D.A.3.A;17.97;76.27;15.39;65.58;2.58;10.69
2021-04-01;E.C.2.A;24.16;92.71;15.58;4.61;8.58;88.1
2021-05-02;C.A.S.E;18.3;55.14;33.07;59.58;-14.77;-4.44
2021-05-13;A.C.2.B;25.61;67.54;28.01;3.94;-2.4;63.6
2021-06-03;A.D.1.D;16.64;11.53;35.14;57.91;-18.5;-46.38
2021-07-08;C.A.3.E;22.31;28.04;25.85;43.93;-3.54;-15.89
2021-07-20;B.C.3.C;10.95;21.37;33.42;34.96;-22.47;-13.59
2021-09-05;A.B.3.D;34.85;17.23;37.02;20.43;-2.17;-3.2
2021-11-10;B.D.1.E;11.65;76.87;24.41;18.94;-12.76;57.93
2021-12-03;C.A.1.D;19.24;78.64;30.21;34.46;-10.97;44.18
2021-12-10;C.B.2.E;24.91;52.96;19.6;18.26;5.31;34.7
2022-01-15;D.A.S.A;26.3;45.32;26.74;73.63;-0.44;-28.31
2022-02-09;D.E.1.C;19.32;39.8;10.9;21.7;8.42;18.1
2022-04-05;B.B.2.B;20.9;92.73;12.19;26.69;8.71;66.04
2022-07-04;D.B.2.D;36.98;55.48;30.12;86.2;6.86;-30.72
