day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-07;A.C.1.C;31.67;72.74;36.35;17.7;-4.68;55.04
2020-06-06;C.A.2.D;35.55;50.95;22.97;58.51;12.58;-7.56
2020-07-05;C.A.0.E;12.83;37.7;23.44;90.37;-10.61;-52.67
2020-09-04;D.C.1.A;15.24;23.15;37.45;76.24;-22.21;-53.09
2020-10-31;D.E.1.B;10.32;56.22;29.53;19.05;-19.21;37.17
2021-01-06;B.D.0.B;30.94;76.12;11.7;3.82;19.24;72.3
2021-03-29;E.E.S.D;27.22;83.36;31.56;90.41;-4.34;-7.05
2021-05-08;D.C.0.E;30.34;20.1;26.5;5.76;3.84;14.34
2021-08-06;E.D.3.A;34.86;55.04;23.18;27.35;11.68;27.69
2021-08-08;A.A.3.D;36.47;1.45;25.08;77.94;11.39;-76.49
2021-09-08;C.B.2.E;19.47;51.5;35.57;90.45;-16.1;-38.95
2022-04-10;B.C.0.C;27.28;84.35;27.43;40.91;-0.15;43.44
2022-05-20;A.C.2.C;19.64;58.65;27.21;19.78;-7.57;38.87
2022-06-30;E.A.1.C;28.46;62.74;15.41;84.67;13.05;-21.93
2022-08-05;B.E.3.E;29.68;90.64;22.9;10.84;6.78;79.8
2022-08-07;D.B.3.D;16.73;69.42;18.37;49.26;-1.64;20.16
2021-01-09;E.B.1.E;34.24;26.32;12.45;83.77;21.79;-57.45
2022-06-06;D.C.1.A;13.44;70.96;20.9;11.28;-7.46;59.68
