day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-08-27;B.B.2.C;11.82;83.5;16.44;94.84;-4.62;-11.34
2020-09-23;A.E.2.B;34.15;73.38;12.07;58.84;22.08;14.54
2020-10-13;D.B.0.E;20.23;64.97;15.21;68.9;5.02;-3.93
2020-10-17;B.A.3.C;24.49;35.0;34.01;80.72;-9.52;-45.72
2021-01-07;D.E.1.D;33.38;45.98;30.62;95.65;2.76;-49.67
2021-02-21;C.D.2.D;24.51;87.51;36.12;31.3;-11.61;56.21
2021-03-24;D.D.3.E;11.72;8.11;22.73;33.87;-11.01;-25.76
2021-04-05;C.B.1.B;34.4;13.98;21.91;22.59;12.49;-8.61
2021-06-28;B.A.0.E;36.93;36.49;20.13;5.25;16.8;31.24
2021-09-01;E.B.1.A;11.65;61.84;27.46;23.05;-15.81;38.79
2021-09-01;C.A.S.C;12.77;36.81;12.45;40.59;0.32;-3.78
2021-11-08;D.C.1.E;29.09;29.28;23.28;1.96;5.81;27.32
2022-02-20;E.C.1.A;21.31;43.13;20.26;63.08;1.05;-19.95
2022-05-21;A.D.2.D;33.49;15.68;32.92;53.35;0.57;-37.67
2022-07-07;C.C.3.A;12.49;91.49;17.19;12.86;-4.7;78.63
2022-08-03;E.D.3.C;18.81;13.65;32.44;52.26;-13.63;-38.61
2022-08-19;C.D.S.E;19.21;80.11;22.18;8.84;-2.97;71.27
2022-08-23;A.E.S.B;13.57;94.85;15.53;60.17;-1.96;34.68
