day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-27;A.E.2.B;32.59;0.08;25.77;31.68;6.82;-31.6
2020-05-21;B.D.2.E;14.11;46.36;19.26;9.64;-5.15;36.72
2020-06-06;E.C.2.A;28.72;97.39;36.39;96.23;-7.67;1.16
2020-07-09;B.A.0.D;22.08;67.02;16.16;93.26;5.92;-26.24
2020-07-10;E.C.3.E;11.89;15.13;30.99;43.7;-19.1;-28.57
2020-07-12;D.A.S.E;31.08;7.66;26.22;6.8;4.86;0.86
2020-07-25;C.C.S.A;24.16;66.58;22.0;58.13;2.16;8.45
2020-08-01;B.B.S.E;22.11;48.9;14.18;31.96;7.93;16.94
2020-09-02;E.A.S.D;11.57;27.28;31.55;21.53;-19.98;5.75
2020-09-26;C.E.1.C;20.59;98.97;14.23;59.51;6.36;39.46
2020-11-20;C.A.3.E;37.31;68.51;33.52;20.22;3.79;48.29
2020-12-23;A.E.S.A;28.55;59.37;10.82;93.97;17.73;-34.6
2020-12-26;B.C.3.E;34.07;88.6;23.29;11.21;10.78;77.39
2021-03-08;C.B.2.C;17.11;23.07;13.94;36.01;3.17;-12.94
2021-03-14;C.B.S.E;36.39;22.81;15.1;33.67;21.29;-10.86
2021-04-09;E.D.1.E;13.06;98.07;18.21;40.83;-5.15;57.24
2021-05-17;C.C.0.A;31.88;22.19;10.16;60.86;21.72;-38.67
2021-06-01;B.B.S.E;16.54;52.05;36.4;2.93;-19.86;49.12
2021-06-08;A.D.2.E;24.66;96.71;12.31;46.6;12.35;50.11
2021-09-03;C.A.2.A;24.64;47.97;21.41;68.07;3.23;-20.1
2021-09-28;D.A.3.C;26.9;20.8;29.43;19.39;-2.53;1.41
2021-11-04;A.D.S.A;34.09;17.82;23.99;11.25;10.1;6.57
2021-12-22;D.A.0.D;22.87;62.6;32.68;52.1;-9.81;10.5
2022-04-09;B.E.S.E;26.21;92.34;15.46;11.62;10.75;80.72
2022-04-21;A.D.2.A;15.31;50.58;21.21;51.15;-5.9;-0.57
2022-07-18;B.E.1.D;17.73;39.43;27.3;58.65;-9.57;-19.22
2022-08-13;D.D.2.B;20.17;2.23;22.9;3.65;-2.73;-1.42
