day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-13;D.D.1.C;26.48;82.38;11.32;95.04;15.16;-12.66
2020-06-03;A.A.3.A;33.82;34.78;35.75;42.4;-1.93;-7.62
2020-07-13;E.A.3.E;33.03;43.02;36.19;24.25;-3.16;18.77
2020-07-22;A.D.S.A;28.25;70.35;33.49;56.54;-5.24;13.81
2020-08-17;D.B.0.B;11.45;11.9;28.97;97.39;-17.52;-85.49
2020-10-02;D.A.S.A;36.87;44.02;20.48;4.93;16.39;39.09
2020-10-09;D.B.S.A;12.78;27.04;32.57;95.31;-19.79;-68.27
2020-10-13;D.B.2.E;24.55;1.85;19.73;36.21;4.82;-34.36
2020-11-25;D.C.1.A;23.67;48.99;17.57;29.44;6.1;19.55
2020-12-09;C.E.2.E;16.33;61.03;25.67;72.42;-9.34;-11.39
2020-12-24;D.B.0.B;29.8;95.69;26.26;37.07;3.54;58.62
2021-01-30;C.D.0.B;25.69;55.2;13.48;39.42;12.21;15.78
2021-03-26;D.D.2.D;32.53;52.3;21.93;91.29;10.6;-38.99
2021-06-26;D.A.1.A;18.05;64.56;32.04;83.94;-13.99;-19.38
2021-09-08;D.C.2.A;33.08;79.6;11.8;88.16;21.28;-8.56
2021-09-12;A.B.S.B;21.18;53.85;29.65;41.73;-8.47;12.12
2021-10-17;E.B.2.D;32.4;89.35;37.16;97.86;-4.76;-8.51
2022-02-28;C.A.3.B;24.56;81.03;23.74;10.14;0.82;70.89
2022-04-08;E.E.1.E;11.89;80.87;18.13;99.4;-6.24;-18.53
2021-04-19;A.E.S.C;15.13;0.09;25.87;43.48;-10.74;-43.39
2021-11-15;C.D.3.E;17.0;78.27;22.81;46.74;-5.81;31.53
2021-12-06;D.E.0.A;14.67;82.64;33.68;85.8;-19.01;-3.16
2022-01-23;D.C.S.A;22.13;82.13;28.5;93.08;-6.37;-10.95
2022-08-07;D.B.2.C;32.89;52.64;32.86;98.05;0.03;-45.41
