day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-07;A.B.0.D;15.24;93.71;23.3;63.64;-8.06;30.07
2020-10-09;D.C.S.D;37.0;54.13;10.43;60.23;26.57;-6.1
2020-12-27;D.C.S.E;36.65;64.65;23.49;29.02;13.16;35.63
2021-01-09;C.A.0.C;32.72;98.92;30.2;43.58;2.52;55.34
2021-01-15;D.D.3.C;15.77;10.15;27.64;29.9;-11.87;-19.75
2021-01-16;C.A.2.A;22.26;53.65;10.43;76.87;11.83;-23.22
2021-02-25;A.A.1.D;27.07;70.03;33.12;50.89;-6.05;19.14
2021-04-10;C.D.S.D;24.31;86.17;15.85;82.69;8.46;3.48
2021-08-01;D.C.0.B;16.52;13.37;20.86;0.88;-4.34;12.49
2021-08-20;C.C.1.E;33.11;86.33;22.79;27.94;10.32;58.39
2021-12-30;C.D.0.B;21.68;43.54;31.89;15.75;-10.21;27.79
2022-03-15;C.D.2.A;14.49;55.74;33.89;91.57;-19.4;-35.83
2022-03-27;B.B.S.A;25.84;48.51;35.78;62.64;-9.94;-14.13
2022-06-08;D.A.0.D;21.74;27.24;15.6;69.62;6.14;-42.38
