day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-14;D.B.3.B;35.06;23.93;28.94;40.73;6.12;-16.8
2020-05-28;C.E.0.A;13.53;3.47;31.53;82.33;-18.0;-78.86
2020-06-03;C.A.3.D;35.54;75.01;18.07;82.65;17.47;-7.64
2020-06-25;B.C.3.C;13.09;28.19;36.8;43.64;-23.71;-15.45
2020-10-16;A.C.1.C;15.05;67.12;21.72;20.9;-6.67;46.22
2020-11-05;A.A.3.B;19.4;8.79;21.03;55.96;-1.63;-47.17
2020-12-12;B.B.2.B;19.15;59.52;24.33;1.3;-5.18;58.22
2020-12-24;A.B.S.A;15.31;52.53;25.15;91.4;-9.84;-38.87
2021-03-05;A.B.1.A;15.06;78.31;17.25;43.12;-2.19;35.19
2021-06-05;D.B.2.B;17.6;50.12;36.08;73.18;-18.48;-23.06
2021-07-08;D.E.2.D;16.26;17.45;20.53;24.38;-4.27;-6.93
2021-08-30;A.D.1.C;15.78;99.8;19.8;71.25;-4.02;28.55
2021-09-12;C.C.S.D;31.91;57.9;10.2;91.08;21.71;-33.18
2021-12-21;E.A.S.C;14.06;9.21;27.78;14.4;-13.72;-5.19
2022-01-04;D.E.S.C;25.93;46.02;30.57;45.67;-4.64;0.35
2022-04-18;B.C.1.E;36.91;21.67;25.52;45.54;11.39;-23.87
2022-04-29;C.D.2.D;31.51;17.52;30.79;91.54;0.72;-74.02
2022-08-02;D.D.3.E;35.89;56.04;11.46;43.14;24.43;12.9
2022-05-23;C.A.S.B;17.73;78.29;22.55;99.68;-4.82;-21.39
