day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-22;C.A.0.A;35.96;70.71;17.82;80.67;18.14;-9.96
2020-04-23;D.A.3.A;24.51;55.86;25.11;46.13;-0.6;9.73
2020-06-11;B.D.1.D;19.73;39.12;14.38;55.51;5.35;-16.39
2020-06-22;B.E.0.A;34.11;83.38;35.77;32.36;-1.66;51.02
2020-08-01;B.D.2.E;18.0;47.07;14.7;94.26;3.3;-47.19
2020-08-27;A.E.0.D;21.29;60.43;11.21;58.95;10.08;1.48
2020-09-17;C.E.3.A;23.57;54.66;30.61;52.82;-7.04;1.84
2020-10-30;C.E.S.A;15.12;78.59;24.69;72.99;-9.57;5.6
2020-11-16;C.A.3.C;21.19;4.92;32.27;89.33;-11.08;-84.41
2021-02-23;A.C.S.D;28.46;88.57;13.37;17.64;15.09;70.93
2021-03-21;C.C.2.D;24.64;35.23;28.32;20.16;-3.68;15.07
2021-04-10;E.C.S.E;17.83;79.69;12.85;75.41;4.98;4.28
2021-04-25;E.B.S.B;25.75;93.46;23.46;43.76;2.29;49.7
2021-06-16;E.C.S.E;29.08;72.99;36.21;82.35;-7.13;-9.36
2021-09-12;D.C.S.E;33.3;95.3;11.25;60.95;22.05;34.35
2021-09-24;B.A.1.B;18.79;69.4;29.48;19.17;-10.69;50.23
2021-12-06;A.C.3.A;29.38;73.87;31.04;14.65;-1.66;59.22
2022-04-10;E.D.3.C;25.92;60.07;24.68;70.31;1.24;-10.24
2022-04-22;D.D.0.A;22.48;98.47;11.35;54.26;11.13;44.21
2022-06-03;E.C.1.B;32.53;36.83;25.05;24.32;7.48;12.51
2022-07-28;B.D.1.E;10.58;89.42;10.5;73.36;0.08;16.06
2022-08-06;E.D.S.E;15.6;4.1;14.33;8.6;1.27;-4.5
2021-04-08;B.A.0.B;15.46;52.45;23.06;88.09;-7.6;-35.64
2021-07-10;E.B.0.C;21.84;63.3;25.69;54.01;-3.85;9.29
2021-10-08;A.D.0.C;20.87;47.43;27.13;26.54;-6.26;20.89
2022-07-19;E.D.S.E;27.62;35.65;19.34;76.64;8.28;-40.99
