day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-07-16;B.E.3.A;18.93;6.45;26.53;44.68;-7.6;-38.23
2020-08-16;D.A.3.E;14.51;67.51;12.78;28.8;1.73;38.71
2020-10-01;D.E.1.C;13.65;62.55;28.79;89.64;-15.14;-27.09
2020-11-30;C.B.1.D;28.53;87.77;21.7;23.5;6.83;64.27
2020-12-06;B.E.S.B;35.03;40.56;17.31;32.97;17.72;7.59
2021-02-04;A.E.1.E;10.44;69.97;10.95;21.09;-0.51;48.88
2021-02-14;B.E.0.D;11.37;98.41;15.49;92.17;-4.12;6.24
2021-06-13;C.A.2.D;26.06;28.36;37.27;28.7;-11.21;-0.34
2021-07-12;A.A.S.B;29.52;18.69;26.4;4.61;3.12;14.08
2021-08-14;A.C.2.B;23.31;27.22;35.99;4.82;-12.68;22.4
2021-09-13;C.E.2.A;10.99;22.79;12.55;23.91;-1.56;-1.12
2021-09-25;B.B.3.C;18.21;36.34;18.3;61.13;-0.09;-24.79
2021-09-28;C.D.S.D;28.24;68.56;20.29;11.74;7.95;56.82
2022-02-24;D.C.S.C;23.98;31.19;37.14;65.0;-13.16;-33.81
2022-04-06;E.C.1.E;25.91;24.8;33.32;4.83;-7.41;19.97
2022-05-04;E.B.S.D;24.82;66.95;28.61;21.71;-3.79;45.24
2022-05-19;E.D.2.E;31.87;63.97;24.56;42.34;7.31;21.63
2021-09-17;D.A.3.D;23.4;42.72;21.51;85.85;1.89;-43.13
2022-05-12;E.E.3.B;34.33;38.46;33.0;70.4;1.33;-31.94
