day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-17;D.E.S.D;23.24;32.75;35.39;97.8;-12.15;-65.05
2020-05-02;D.A.S.C;11.34;92.72;36.7;63.9;-25.36;28.82
2020-05-13;B.D.1.E;27.9;36.98;10.34;48.41;17.56;-11.43
2020-07-20;D.B.0.C;33.61;65.29;27.74;70.38;5.87;-5.09
2020-08-17;B.D.2.A;23.78;93.52;27.26;56.85;-3.48;36.67
2020-10-06;A.B.S.C;32.64;69.49;35.91;2.68;-3.27;66.81
2020-10-23;E.D.3.E;16.63;59.11;27.68;82.36;-11.05;-23.25
2021-02-04;B.B.1.E;24.6;46.79;19.93;70.07;4.67;-23.28
2021-05-17;B.B.3.B;21.88;62.66;35.74;32.95;-13.86;29.71
2021-09-28;D.A.1.D;35.6;77.44;16.12;85.21;19.48;-7.77
2021-10-10;B.B.2.B;28.51;39.68;19.59;96.85;8.92;-57.17
2021-12-22;B.E.0.E;26.94;64.94;14.35;60.7;12.59;4.24
2022-01-14;B.C.S.A;29.07;64.48;22.12;63.81;6.95;0.67
2022-01-26;A.D.0.E;24.42;52.22;15.03;82.38;9.39;-30.16
2022-02-03;E.A.1.B;24.6;66.4;17.9;81.03;6.7;-14.63
2022-03-31;D.C.3.E;18.57;41.6;24.16;9.7;-5.59;31.9
2022-07-03;E.E.0.A;36.42;68.05;20.73;30.52;15.69;37.53
2022-07-06;D.D.1.E;36.84;57.05;16.43;2.96;20.41;54.09
2022-07-07;C.D.S.A;36.83;41.05;30.58;26.44;6.25;14.61
2020-10-06;C.A.3.E;35.25;73.18;34.16;34.59;1.09;38.59
2021-11-16;B.D.0.C;19.44;35.63;14.25;95.49;5.19;-59.86
2022-03-28;A.E.1.A;29.81;59.91;29.19;25.37;0.62;34.54
