day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-05;D.B.S.A;24.0;68.93;18.5;97.6;5.5;-28.67
2020-04-10;E.A.1.C;24.37;72.6;37.25;70.63;-12.88;1.97
2020-06-18;A.E.3.B;36.28;7.06;34.11;13.88;2.17;-6.82
2020-06-30;B.B.2.E;25.07;48.9;20.88;83.27;4.19;-34.37
2020-07-02;B.C.1.C;31.37;38.72;10.47;98.2;20.9;-59.48
2020-07-23;B.D.1.E;32.56;9.38;12.83;72.57;19.73;-63.19
2020-07-26;A.C.S.B;13.39;0.31;16.42;43.73;-3.03;-43.42
2020-07-30;B.C.1.A;32.55;50.99;14.73;70.22;17.82;-19.23
2020-09-17;E.B.S.C;25.4;82.68;36.72;67.36;-11.32;15.32
2021-01-23;C.C.2.A;12.68;32.33;28.51;86.5;-15.83;-54.17
2021-02-15;D.B.2.E;25.25;18.68;32.54;55.12;-7.29;-36.44
2021-03-14;B.C.2.A;17.15;92.62;26.18;30.62;-9.03;62.0
2021-03-15;B.D.2.A;30.54;2.4;20.09;43.36;10.45;-40.96
2021-05-29;D.A.2.E;21.93;43.18;16.08;97.33;5.85;-54.15
2021-06-12;B.D.1.C;26.26;78.16;23.17;47.98;3.09;30.18
2021-07-16;E.C.0.B;32.08;11.97;16.57;64.26;15.51;-52.29
2021-09-03;A.D.3.E;26.01;45.92;34.03;72.45;-8.02;-26.53
2022-02-24;C.D.0.D;16.71;24.39;12.71;91.84;4.0;-67.45
2022-07-29;E.B.2.C;14.59;93.58;27.06;25.53;-12.47;68.05
2021-08-22;C.A.1.D;17.26;64.15;20.05;57.12;-2.79;7.03
2021-12-31;E.B.3.A;19.92;56.7;10.03;66.53;9.89;-9.83
