day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;A.A.2.A;21.22;90.61;33.58;97.89;-12.36;-7.28
2020-06-02;E.A.3.C;11.61;17.09;31.87;71.48;-20.26;-54.39
2020-07-29;D.D.2.B;14.55;74.51;24.64;86.53;-10.09;-12.02
2020-08-01;C.C.1.B;27.28;71.74;19.88;28.24;7.4;43.5
2020-08-29;D.D.1.A;30.2;12.11;20.93;38.15;9.27;-26.04
2020-09-06;E.E.0.E;11.12;19.18;31.18;48.56;-20.06;-29.38
2020-10-14;E.C.S.B;30.55;45.16;27.1;68.44;3.45;-23.28
2020-10-17;E.A.3.B;24.28;75.68;28.17;49.57;-3.89;26.11
2020-12-20;C.D.1.A;13.6;75.77;36.59;70.09;-22.99;5.68
2021-01-11;A.C.1.C;17.48;6.15;27.65;88.46;-10.17;-82.31
2021-01-27;D.A.S.E;33.13;27.65;28.06;83.84;5.07;-56.19
2021-02-15;D.A.2.B;10.41;55.57;18.2;79.25;-7.79;-23.68
2021-02-22;C.A.0.E;10.71;69.06;15.38;80.61;-4.67;-11.55
2021-06-18;D.C.2.C;36.04;5.58;30.59;48.14;5.45;-42.56
2021-08-11;A.E.2.D;17.74;77.79;18.6;10.22;-0.86;67.57
2021-08-30;E.D.3.C;28.2;70.33;29.12;22.01;-0.92;48.32
2021-10-01;A.B.S.D;25.23;43.98;36.51;40.6;-11.28;3.38
2021-11-06;A.A.0.A;34.51;41.32;24.66;24.41;9.85;16.91
2022-03-18;D.D.3.D;23.63;98.78;15.57;22.63;8.06;76.15
2020-08-23;A.A.0.D;31.37;21.56;36.73;8.32;-5.36;13.24
