day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-03;E.A.1.C;30.23;17.52;34.21;30.16;-3.98;-12.64
2020-05-24;B.B.3.B;19.35;3.81;15.77;78.68;3.58;-74.87
2020-06-03;D.B.3.A;13.67;69.13;29.34;30.64;-15.67;38.49
2020-06-05;A.E.1.E;14.26;7.97;16.85;13.94;-2.59;-5.97
2020-08-04;A.D.0.B;14.81;3.19;36.24;27.69;-21.43;-24.5
2020-08-11;C.A.0.A;20.71;68.92;31.03;44.74;-10.32;24.18
2020-09-14;E.D.S.C;30.71;96.72;23.27;38.15;7.44;58.57
2020-10-31;A.E.1.A;25.3;27.5;27.32;38.32;-2.02;-10.82
2021-02-25;A.D.2.A;33.42;67.87;35.75;69.62;-2.33;-1.75
2021-04-06;B.D.0.E;23.08;82.53;33.42;46.29;-10.34;36.24
2021-09-14;D.D.1.B;35.78;53.79;24.88;44.06;10.9;9.73
2021-10-05;E.D.S.C;10.41;77.42;26.88;25.44;-16.47;51.98
2021-10-11;C.D.3.A;35.47;51.67;31.26;86.91;4.21;-35.24
2021-12-18;E.E.3.D;31.32;17.38;34.83;37.51;-3.51;-20.13
2021-12-19;A.C.2.C;13.3;15.74;24.14;45.57;-10.84;-29.83
2022-05-13;C.A.1.E;22.77;41.84;14.19;71.23;8.58;-29.39
2022-05-15;D.D.2.C;29.6;4.31;24.19;77.2;5.41;-72.89
2022-07-06;B.B.3.A;20.76;10.51;18.76;38.97;2.0;-28.46
2021-09-22;A.E.S.E;19.74;34.73;15.33;61.13;4.41;-26.4
2022-01-30;A.E.S.A;35.4;47.2;12.13;37.4;23.27;9.8
2022-05-07;D.C.S.D;26.61;71.46;37.22;0.34;-10.61;71.12
2022-07-27;C.A.2.D;21.38;55.92;11.62;24.49;9.76;31.43
