day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-07;B.E.1.B;12.53;69.82;30.45;72.06;-17.92;-2.24
2020-05-29;E.C.0.C;23.27;46.36;21.73;44.3;1.54;2.06
2020-08-10;B.E.S.D;13.08;17.51;33.31;68.03;-20.23;-50.52
2020-08-19;D.C.2.C;11.99;97.04;25.46;6.23;-13.47;90.81
2020-09-10;C.A.3.B;11.07;9.68;25.5;79.45;-14.43;-69.77
2020-09-18;A.A.S.C;29.13;49.03;28.92;23.33;0.21;25.7
2020-09-21;A.D.2.E;28.55;60.76;16.45;70.19;12.1;-9.43
2020-10-26;A.E.1.E;28.63;31.25;29.59;52.9;-0.96;-21.65
2020-11-13;E.B.0.A;31.45;29.04;30.24;81.49;1.21;-52.45
2021-01-11;E.A.1.C;12.12;28.13;10.83;15.05;1.29;13.08
2021-02-19;A.E.2.D;13.45;51.96;12.53;39.98;0.92;11.98
2021-03-28;A.E.S.C;15.48;93.56;10.92;60.41;4.56;33.15
2021-07-21;C.A.3.C;11.54;11.27;11.78;82.97;-0.24;-71.7
2021-12-13;E.B.3.C;22.22;39.6;35.49;86.21;-13.27;-46.61
2022-02-06;C.A.S.E;16.02;71.98;29.19;28.23;-13.17;43.75
2022-03-27;B.B.1.A;35.08;52.81;24.1;72.31;10.98;-19.5
2022-04-11;A.B.0.B;30.55;96.15;14.62;93.15;15.93;3.0
2022-05-06;A.B.0.B;26.87;88.66;21.16;9.17;5.71;79.49
2022-07-31;A.D.1.B;27.84;7.41;36.59;68.0;-8.75;-60.59
2022-08-14;A.D.S.E;13.85;19.38;29.67;98.49;-15.82;-79.11
2021-08-22;A.C.0.A;32.7;26.9;25.74;31.77;6.96;-4.87
2022-04-23;C.C.3.B;27.97;65.79;28.6;4.8;-0.63;60.99
2022-08-01;E.A.0.D;28.01;39.54;12.54;1.98;15.47;37.56
