day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-09;E.C.S.D;22.28;74.38;21.6;95.58;0.68;-21.2
2020-04-22;C.D.S.B;22.12;97.88;18.16;50.28;3.96;47.6
2020-05-14;C.E.0.C;12.5;55.15;12.84;35.76;-0.34;19.39
2020-06-09;B.A.1.E;35.87;29.24;20.31;77.95;15.56;-48.71
2020-06-13;E.A.3.D;28.4;68.57;20.2;60.54;8.2;8.03
2020-08-21;A.E.3.B;18.46;30.95;15.54;11.3;2.92;19.65
2020-12-11;C.E.3.C;12.98;48.01;28.66;41.86;-15.68;6.15
2021-02-24;D.A.S.C;18.07;23.78;19.51;34.29;-1.44;-10.51
2021-05-19;B.A.0.B;12.1;7.45;23.74;74.32;-11.64;-66.87
2021-05-25;A.A.S.E;23.99;5.54;36.01;61.61;-12.02;-56.07
2021-08-14;C.A.1.B;21.58;98.97;26.69;18.26;-5.11;80.71
2021-09-05;D.D.2.B;33.07;99.72;12.22;49.03;20.85;50.69
2021-09-25;B.D.0.D;35.94;61.87;21.9;80.12;14.04;-18.25
2021-11-03;A.A.S.C;28.25;75.83;22.37;64.06;5.88;11.77
2021-11-06;B.E.S.C;23.72;37.36;17.05;35.5;6.67;1.86
2021-12-12;B.C.S.D;29.35;43.1;19.1;71.0;10.25;-27.9
2022-02-09;A.E.2.C;35.63;90.51;27.29;62.36;8.34;28.15
2022-03-11;C.B.0.A;15.5;94.4;29.27;55.34;-13.77;39.06
2022-04-08;A.B.3.A;17.45;79.76;10.2;30.88;7.25;48.88
2022-04-17;D.D.0.A;25.54;18.75;26.47;56.12;-0.93;-37.37
2021-07-30;C.B.S.C;35.91;64.43;16.96;18.37;18.95;46.06
2022-02-20;A.E.3.C;12.32;27.04;14.44;25.93;-2.12;1.11
