day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-07-11;A.C.S.A;35.19;74.43;30.74;6.12;4.45;68.31
2020-08-17;A.A.1.B;11.92;30.27;11.77;97.78;0.15;-67.51
2020-11-11;C.C.3.D;23.73;50.81;17.13;91.77;6.6;-40.96
2020-11-20;A.B.S.D;28.94;13.13;17.41;59.27;11.53;-46.14
2020-12-05;C.A.1.D;37.21;69.23;25.11;36.57;12.1;32.66
2021-04-09;E.A.S.C;26.4;42.13;34.8;28.7;-8.4;13.43
2021-05-06;D.C.1.A;11.98;96.46;22.54;58.85;-10.56;37.61
2021-08-24;A.D.1.A;35.12;29.42;30.67;64.01;4.45;-34.59
2021-08-29;A.B.1.D;37.39;99.92;31.85;4.62;5.54;95.3
2021-09-23;C.A.1.D;25.53;91.58;32.9;77.11;-7.37;14.47
2021-09-30;D.D.1.E;21.19;99.29;27.2;79.62;-6.01;19.67
2022-03-27;A.C.1.E;23.17;24.72;12.52;72.61;10.65;-47.89
2022-04-01;A.B.2.E;13.8;96.3;10.09;49.4;3.71;46.9
2022-07-14;B.A.2.E;29.75;48.93;25.97;92.81;3.78;-43.88
