day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-08-04;A.A.1.D;17.32;41.51;35.24;83.06;-17.92;-41.55
2020-08-15;E.D.0.D;33.89;28.37;34.81;18.62;-0.92;9.75
2020-12-27;E.A.1.B;21.68;69.64;17.54;17.99;4.14;51.65
2021-01-11;A.D.1.A;20.68;23.96;27.7;54.47;-7.02;-30.51
2021-01-14;C.B.S.A;16.36;10.75;36.8;11.66;-20.44;-0.91
2021-02-28;B.B.S.E;26.21;78.91;25.96;56.44;0.25;22.47
2021-05-05;C.E.3.B;29.62;53.48;37.21;34.76;-7.59;18.72
2021-06-08;C.B.2.E;21.99;90.65;37.04;54.62;-15.05;36.03
2021-06-14;E.C.S.E;14.05;38.87;22.52;34.11;-8.47;4.76
2021-08-27;B.C.3.D;14.76;73.77;31.73;7.36;-16.97;66.41
2021-11-24;D.C.S.C;14.94;69.08;10.38;43.1;4.56;25.98
2022-01-26;E.C.0.E;30.32;47.61;18.21;48.18;12.11;-0.57
2022-01-29;A.B.1.D;27.74;84.96;37.11;6.83;-9.37;78.13
2022-02-21;E.E.1.D;21.88;29.67;21.25;19.86;0.63;9.81
2022-03-13;D.E.0.A;13.21;74.82;10.12;34.91;3.09;39.91
2022-06-11;D.D.1.C;14.97;52.25;18.06;98.78;-3.09;-46.53
2022-06-12;D.A.S.D;35.97;82.61;28.83;64.17;7.14;18.44
2022-07-28;C.A.3.A;11.68;28.45;16.27;50.27;-4.59;-21.82
