day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-18;E.A.3.A;25.65;91.59;36.06;86.39;-10.41;5.2
2020-07-06;C.C.1.C;19.53;60.59;10.58;40.45;8.95;20.14
2020-07-10;E.D.1.A;23.43;52.11;31.25;57.4;-7.82;-5.29
2020-07-27;A.C.2.D;17.39;57.74;30.69;31.87;-13.3;25.87
2020-09-04;E.B.2.A;34.19;80.52;27.94;47.0;6.25;33.52
2020-10-04;D.E.0.D;14.56;86.61;14.78;49.18;-0.22;37.43
2020-10-29;E.E.S.C;35.45;64.38;10.75;97.15;24.7;-32.77
2020-10-29;E.A.S.C;34.47;96.11;22.23;86.32;12.24;9.79
2020-11-28;C.A.3.E;31.79;71.52;11.05;63.34;20.74;8.18
2020-12-11;D.E.S.E;24.44;36.66;27.45;85.88;-3.01;-49.22
2020-12-16;A.B.2.C;26.68;56.74;16.9;92.71;9.78;-35.97
2020-12-21;C.B.1.E;27.52;51.28;34.75;1.09;-7.23;50.19
2021-01-24;E.E.0.B;14.64;85.8;31.22;16.1;-16.58;69.7
2021-02-13;B.B.2.D;27.63;11.72;29.85;52.77;-2.22;-41.05
2021-02-26;A.B.0.B;34.52;54.3;31.5;73.02;3.02;-18.72
2021-05-12;C.D.2.E;25.39;80.47;32.78;83.26;-7.39;-2.79
2021-07-01;D.D.S.D;14.91;70.15;34.47;35.54;-19.56;34.61
2021-07-07;E.E.3.D;13.07;0.26;22.58;97.71;-9.51;-97.45
2021-09-07;A.B.1.A;15.56;32.87;15.16;55.59;0.4;-22.72
2021-11-23;D.C.0.B;26.3;65.79;11.46;97.07;14.84;-31.28
2022-02-01;E.D.S.E;24.46;61.12;34.91;69.52;-10.45;-8.4
2022-02-08;E.D.S.E;28.14;75.1;32.98;57.97;-4.84;17.13
2022-03-13;B.D.S.B;24.52;2.93;27.53;45.35;-3.01;-42.42
2022-04-01;D.E.S.D;21.27;45.62;21.08;84.46;0.19;-38.84
2020-10-02;D.B.0.C;29.28;19.52;33.25;54.12;-3.97;-34.6
2021-06-29;C.A.0.E;31.76;13.15;32.09;79.42;-0.33;-66.27
