day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-12;D.D.2.E;36.45;32.15;30.41;22.74;6.04;9.41
2020-06-13;A.A.3.B;36.32;81.66;35.69;97.61;0.63;-15.95
2020-08-21;B.A.0.B;23.32;74.01;25.48;87.42;-2.16;-13.41
2020-10-12;C.C.3.B;25.71;63.35;14.44;27.31;11.27;36.04
2020-12-12;D.B.0.D;22.97;73.49;16.7;66.71;6.27;6.78
2021-01-06;E.A.0.E;24.83;43.67;20.98;25.12;3.85;18.55
2021-03-03;A.E.1.C;14.54;82.95;21.72;91.74;-7.18;-8.79
2021-03-14;D.E.3.B;23.74;26.61;17.26;95.77;6.48;-69.16
2021-05-07;A.C.3.B;20.15;70.52;16.63;23.41;3.52;47.11
2021-05-18;B.B.3.E;31.64;18.66;17.58;19.51;14.06;-0.85
2021-05-20;A.B.3.C;34.88;85.87;28.77;1.08;6.11;84.79
2021-06-08;A.C.S.B;13.4;81.99;36.3;48.94;-22.9;33.05
2021-06-08;B.D.3.B;28.97;71.42;13.55;91.89;15.42;-20.47
2021-07-06;E.E.3.C;24.33;3.17;22.97;8.45;1.36;-5.28
2021-09-09;E.C.0.C;14.23;38.58;23.23;4.61;-9.0;33.97
2021-10-22;C.A.3.C;17.58;34.99;13.54;67.41;4.04;-32.42
2021-11-16;B.A.1.E;11.11;83.58;24.9;48.94;-13.79;34.64
2022-05-06;E.C.S.A;36.38;70.37;13.93;81.4;22.45;-11.03
2021-11-09;E.E.3.E;20.0;0.55;16.21;32.31;3.79;-31.76
