day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;D.A.1.B;19.71;84.74;31.11;28.03;-11.4;56.71
2020-06-10;E.A.0.D;22.37;27.93;14.59;97.07;7.78;-69.14
2020-06-30;C.B.3.E;27.72;13.57;32.64;56.52;-4.92;-42.95
2020-08-13;B.A.3.E;22.05;3.14;23.42;29.17;-1.37;-26.03
2020-09-01;C.D.3.B;32.64;11.76;14.42;62.97;18.22;-51.21
2020-09-16;A.D.0.B;25.79;24.88;33.2;3.33;-7.41;21.55
2020-09-25;D.C.1.A;24.44;37.12;31.09;12.44;-6.65;24.68
2020-09-28;A.E.0.D;25.73;1.35;22.88;62.37;2.85;-61.02
2021-01-08;E.C.2.D;16.36;99.77;12.62;13.9;3.74;85.87
2021-04-18;A.E.0.D;11.09;5.61;10.11;55.83;0.98;-50.22
2021-06-22;B.A.S.A;30.52;42.89;21.3;34.59;9.22;8.3
2021-07-12;A.D.3.B;18.35;81.4;37.47;79.0;-19.12;2.4
2021-09-04;D.E.0.A;34.19;78.06;24.54;48.5;9.65;29.56
2021-09-20;A.D.1.C;13.04;91.54;35.72;9.45;-22.68;82.09
2021-10-07;E.D.S.C;20.25;63.57;15.26;36.72;4.99;26.85
2021-11-08;E.D.3.E;22.56;74.5;25.98;49.41;-3.42;25.09
2021-12-04;E.A.0.D;14.07;52.35;32.17;69.65;-18.1;-17.3
2022-01-09;E.D.0.A;14.73;40.66;33.22;11.9;-18.49;28.76
2022-01-13;E.B.0.B;33.09;62.64;34.98;83.28;-1.89;-20.64
2022-05-20;B.C.2.D;12.05;100.0;27.33;59.35;-15.28;40.65
2022-06-28;A.A.S.E;13.19;97.25;12.95;28.15;0.24;69.1
2022-08-31;C.A.2.B;35.45;55.47;15.22;41.03;20.23;14.44
2021-12-08;D.D.1.D;24.57;77.03;32.65;42.33;-8.08;34.7
