day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;D.E.S.B;11.8;48.78;31.2;11.91;-19.4;36.87
2020-04-10;E.A.S.E;23.48;59.16;21.86;10.15;1.62;49.01
2020-04-25;C.C.S.B;12.33;17.68;12.01;45.7;0.32;-28.02
2020-07-10;A.C.0.A;20.15;47.51;19.75;64.06;0.4;-16.55
2020-07-28;A.C.0.E;11.2;57.03;15.03;53.02;-3.83;4.01
2020-09-05;B.D.3.E;13.72;88.15;17.05;6.62;-3.33;81.53
2020-11-10;E.E.S.D;29.76;61.77;23.81;93.9;5.95;-32.13
2021-04-27;B.E.2.C;21.89;48.85;36.84;45.52;-14.95;3.33
2021-05-08;B.A.1.A;34.53;75.5;32.09;85.02;2.44;-9.52
2021-07-15;D.A.S.D;12.66;84.11;29.18;17.17;-16.52;66.94
2021-08-24;C.A.0.B;27.17;33.07;15.07;11.41;12.1;21.66
2021-08-29;A.D.3.A;30.29;19.96;17.13;40.48;13.16;-20.52
2021-08-30;A.A.S.C;35.38;52.06;23.92;70.53;11.46;-18.47
2021-09-11;D.E.1.D;35.93;46.95;33.78;51.03;2.15;-4.08
2021-10-06;D.A.3.D;17.26;95.33;22.01;36.95;-4.75;58.38
2021-10-26;B.A.3.B;30.5;11.18;21.16;62.0;9.34;-50.82
2021-11-16;B.A.1.B;34.66;67.04;29.89;63.46;4.77;3.58
2022-03-22;E.A.3.E;13.72;20.84;20.15;72.32;-6.43;-51.48
2022-04-07;A.A.3.A;35.75;82.94;33.28;23.76;2.47;59.18
2022-06-08;E.E.3.C;10.47;49.08;26.59;29.67;-16.12;19.41
2022-06-28;C.D.1.E;26.11;8.55;30.35;47.15;-4.24;-38.6
2022-07-05;E.E.S.B;18.06;86.15;30.09;59.55;-12.03;26.6
2022-07-08;E.C.1.C;18.47;24.17;32.88;42.33;-14.41;-18.16
2022-07-19;C.D.0.A;29.1;82.65;37.04;34.21;-7.94;48.44
2022-02-01;E.E.2.E;26.62;34.27;33.59;41.24;-6.97;-6.97
2022-06-01;D.A.0.A;26.32;28.78;27.15;92.64;-0.83;-63.86
