day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-21;A.C.1.A;17.71;80.11;17.85;11.9;-0.14;68.21
2020-07-05;C.A.2.E;10.19;33.04;15.12;38.31;-4.93;-5.27
2020-08-26;B.D.0.A;22.44;1.83;36.26;21.48;-13.82;-19.65
2020-12-06;E.B.0.B;12.46;16.26;12.17;68.95;0.29;-52.69
2020-12-11;D.A.S.D;26.34;65.73;29.98;45.91;-3.64;19.82
2021-01-25;D.E.1.C;27.81;37.44;10.1;46.42;17.71;-8.98
2021-03-17;E.C.1.E;31.19;84.15;15.75;83.33;15.44;0.82
2021-03-27;C.C.2.E;17.94;1.39;32.24;67.45;-14.3;-66.06
2021-06-04;B.D.S.B;14.07;78.87;30.61;17.55;-16.54;61.32
2021-10-15;E.A.2.C;13.65;71.43;32.2;72.2;-18.55;-0.77
2021-10-30;E.E.S.E;17.32;63.87;13.64;73.6;3.68;-9.73
2021-11-25;B.B.3.C;35.97;82.11;10.16;70.09;25.81;12.02
