day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;C.C.1.A;35.93;23.36;15.27;0.31;20.66;23.05
2020-04-29;B.C.S.D;25.89;92.04;23.06;73.16;2.83;18.88
2020-07-20;E.D.3.B;23.09;60.71;15.24;47.41;7.85;13.3
2020-09-09;B.A.2.E;10.64;11.87;27.63;39.33;-16.99;-27.46
2020-11-25;E.B.0.B;20.87;23.6;31.46;61.31;-10.59;-37.71
2020-12-03;D.D.2.D;27.69;23.18;22.96;64.16;4.73;-40.98
2020-12-09;D.D.2.D;10.14;55.49;12.02;60.94;-1.88;-5.45
2020-12-13;B.B.2.C;13.03;69.36;13.78;33.65;-0.75;35.71
2020-12-22;C.A.1.D;16.69;40.84;21.01;83.24;-4.32;-42.4
2021-01-27;C.A.1.D;32.31;75.61;33.06;30.71;-0.75;44.9
2021-07-11;D.B.1.B;31.52;18.41;11.85;31.53;19.67;-13.12
2021-08-16;B.C.3.B;12.35;25.54;17.21;71.45;-4.86;-45.91
2021-09-14;B.E.1.C;14.88;93.31;12.24;22.99;2.64;70.32
2021-10-28;A.B.1.A;11.85;60.08;32.08;16.29;-20.23;43.79
2022-02-16;C.C.0.A;30.62;34.72;24.06;38.91;6.56;-4.19
2022-02-17;C.E.2.B;19.99;83.79;34.96;5.37;-14.97;78.42
2022-02-26;D.A.2.E;16.18;72.09;21.73;32.94;-5.55;39.15
2022-03-03;B.D.S.A;24.47;49.65;13.18;98.34;11.29;-48.69
2022-04-23;A.D.0.C;27.86;41.26;31.65;78.82;-3.79;-37.56
2022-06-16;B.C.2.E;13.88;13.74;22.62;6.73;-8.74;7.01
2022-07-07;A.D.1.B;34.59;14.03;25.94;61.15;8.65;-47.12
2022-07-21;C.A.1.A;19.59;70.86;25.97;50.29;-6.38;20.57
2022-07-21;E.D.3.A;29.61;25.31;34.46;6.07;-4.85;19.24
