day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-02;C.A.S.D;14.53;17.11;36.51;95.16;-21.98;-78.05
2020-06-22;A.E.0.A;15.94;42.01;12.15;2.25;3.79;39.76
2020-08-06;D.E.3.D;31.94;30.7;27.33;61.97;4.61;-31.27
2020-08-19;C.B.3.D;15.32;45.9;12.62;73.44;2.7;-27.54
2020-10-14;E.D.3.D;35.06;22.0;28.78;82.26;6.28;-60.26
2020-10-21;E.B.S.E;13.73;87.52;35.97;17.89;-22.24;69.63
2020-10-23;E.E.0.D;10.79;30.17;22.65;86.14;-11.86;-55.97
2020-11-03;D.C.1.A;30.91;43.4;35.39;32.89;-4.48;10.51
2021-01-01;C.C.S.D;12.18;14.63;31.49;61.62;-19.31;-46.99
2021-01-04;D.E.0.A;32.56;36.76;35.25;24.37;-2.69;12.39
2021-01-19;C.E.3.D;19.25;72.37;20.71;80.68;-1.46;-8.31
2021-03-21;B.D.2.D;21.94;43.76;22.53;53.14;-0.59;-9.38
2021-05-26;C.E.0.B;29.51;4.88;16.63;87.9;12.88;-83.02
2021-05-27;A.B.0.D;19.33;28.69;36.65;14.7;-17.32;13.99
2021-06-29;C.B.3.A;29.34;62.82;25.63;58.43;3.71;4.39
2021-09-27;B.D.2.E;14.98;21.27;19.92;31.86;-4.94;-10.59
2021-11-20;A.E.0.B;29.42;25.15;16.97;59.34;12.45;-34.19
2021-11-24;B.E.1.B;24.72;65.89;35.57;49.24;-10.85;16.65
2022-01-16;D.B.0.A;28.82;93.26;31.42;4.09;-2.6;89.17
2022-01-22;D.A.0.D;32.8;7.98;29.91;66.64;2.89;-58.66
2022-04-12;A.C.1.C;17.96;42.37;22.38;76.24;-4.42;-33.87
2022-04-16;C.A.2.B;35.29;3.04;37.22;22.68;-1.93;-19.64
2022-06-24;D.B.2.C;10.9;73.93;18.39;66.97;-7.49;6.96
2022-08-15;E.C.S.E;21.66;44.2;12.34;16.96;9.32;27.24
2022-07-31;C.E.0.C;25.05;88.62;17.82;22.32;7.23;66.3
2022-08-16;A.E.1.C;21.2;7.61;34.6;7.01;-13.4;0.6
