day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;B.B.2.D;17.66;91.24;23.32;35.11;-5.66;56.13
2020-07-22;B.A.2.B;13.66;71.06;22.79;63.41;-9.13;7.65
2020-09-02;C.B.1.A;10.95;31.33;29.12;82.48;-18.17;-51.15
2020-09-10;D.E.2.A;35.0;42.18;33.49;17.18;1.51;25.0
2020-10-27;E.E.S.C;21.72;64.66;25.3;37.99;-3.58;26.67
2020-11-30;B.B.S.A;25.43;80.41;24.71;27.25;0.72;53.16
2020-12-16;D.D.3.C;12.44;11.07;11.96;6.71;0.48;4.36
2020-12-27;D.C.0.A;37.07;7.98;17.23;23.69;19.84;-15.71
2021-03-16;C.B.S.E;34.48;91.32;23.77;50.07;10.71;41.25
2021-03-17;C.D.0.D;31.75;49.24;33.1;98.68;-1.35;-49.44
2021-04-30;C.C.3.C;28.42;51.64;22.81;27.68;5.61;23.96
2021-07-21;D.D.2.B;14.94;29.92;25.93;36.28;-10.99;-6.36
2021-08-17;D.E.0.A;32.93;51.43;26.5;40.45;6.43;10.98
2021-10-12;D.D.1.B;32.44;47.8;31.75;70.88;0.69;-23.08
2021-10-14;C.B.0.E;24.45;17.36;13.68;22.93;10.77;-5.57
2021-11-28;B.B.3.A;14.8;74.91;35.27;16.56;-20.47;58.35
2022-01-24;E.C.1.B;15.93;23.1;20.46;81.16;-4.53;-58.06
2022-01-30;B.A.1.D;11.27;91.59;28.29;57.61;-17.02;33.98
2022-02-17;A.E.0.A;37.08;6.24;34.47;31.72;2.61;-25.48
2022-03-08;B.C.S.A;22.33;98.99;36.63;20.78;-14.3;78.21
2021-11-12;E.D.S.C;19.13;99.68;27.19;37.5;-8.06;62.18
2022-01-19;C.B.0.D;29.94;1.14;14.97;47.73;14.97;-46.59
2022-03-16;D.B.1.C;36.83;80.16;19.98;72.71;16.85;7.45
