day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-19;D.C.1.B;22.72;69.37;16.04;27.02;6.68;42.35
2020-04-20;B.A.1.D;16.59;96.22;12.02;75.56;4.57;20.66
2020-05-04;A.D.3.B;35.42;55.37;18.73;92.08;16.69;-36.71
2020-07-14;C.C.0.A;16.45;67.19;17.26;87.96;-0.81;-20.77
2020-08-15;C.A.2.D;25.87;49.52;20.34;10.08;5.53;39.44
2020-08-24;E.B.S.E;21.68;97.75;32.66;67.59;-10.98;30.16
2020-11-11;D.B.0.E;35.43;61.76;36.92;45.74;-1.49;16.02
2020-12-04;C.B.2.E;23.86;20.87;23.2;24.73;0.66;-3.86
2021-03-12;B.D.2.C;28.98;93.25;29.15;40.72;-0.17;52.53
2021-04-22;E.A.2.D;25.57;66.96;27.81;24.61;-2.24;42.35
2021-06-21;A.C.2.D;10.44;23.91;13.8;76.04;-3.36;-52.13
2021-06-23;D.E.2.E;31.39;37.78;14.62;23.54;16.77;14.24
2021-06-25;D.D.3.D;34.55;0.27;24.91;30.46;9.64;-30.19
2021-07-02;E.A.1.A;36.29;66.8;10.66;80.58;25.63;-13.78
2021-07-07;A.B.1.D;26.99;65.56;13.74;10.26;13.25;55.3
2021-09-07;B.D.3.B;26.56;53.61;19.42;11.4;7.14;42.21
2021-12-12;E.A.3.C;23.8;80.31;17.22;72.26;6.58;8.05
2021-12-13;D.A.0.E;13.44;58.78;16.82;54.02;-3.38;4.76
2021-12-25;D.A.0.E;16.35;84.75;36.7;36.8;-20.35;47.95
2022-01-28;D.D.0.D;34.53;94.21;35.84;14.2;-1.31;80.01
2022-05-27;E.E.S.C;21.51;40.8;25.13;16.23;-3.62;24.57
2022-07-23;B.E.2.A;26.01;15.02;22.54;86.96;3.47;-71.94
2022-08-23;D.D.S.E;25.33;45.26;13.87;80.57;11.46;-35.31
2022-08-26;D.C.1.B;27.01;80.68;28.02;77.73;-1.01;2.95
2022-07-05;E.D.2.D;34.63;6.31;24.83;14.1;9.8;-7.79
