day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-07;B.A.3.A;36.1;18.71;21.37;55.63;14.73;-36.92
2020-06-18;B.E.S.B;14.66;64.63;24.36;9.24;-9.7;55.39
2020-09-16;C.C.1.A;28.14;89.35;19.3;41.2;8.84;48.15
2020-11-10;C.D.1.D;24.48;39.23;27.62;14.33;-3.14;24.9
2020-11-28;D.B.3.C;27.88;88.48;29.45;46.77;-1.57;41.71
2020-12-09;B.B.S.E;21.34;96.18;34.48;15.68;-13.14;80.5
2021-04-09;C.C.1.A;35.43;12.01;24.56;61.98;10.87;-49.97
2021-06-16;D.E.1.B;22.01;53.44;10.36;79.02;11.65;-25.58
2021-07-31;A.B.2.E;25.19;42.39;33.27;31.76;-8.08;10.63
2021-10-25;D.A.0.D;27.08;39.3;23.06;59.49;4.02;-20.19
2021-11-06;A.A.S.D;33.21;77.27;12.97;32.58;20.24;44.69
2021-11-14;E.D.0.A;22.69;53.48;36.62;10.13;-13.93;43.35
2021-12-10;A.B.1.D;34.17;21.14;34.13;82.75;0.04;-61.61
2022-01-02;B.A.S.E;24.1;76.67;21.26;42.73;2.84;33.94
2022-01-29;D.E.1.B;11.81;11.43;21.73;91.43;-9.92;-80.0
2022-04-23;B.C.1.D;10.43;43.97;22.38;92.48;-11.95;-48.51
2022-06-02;A.B.3.A;11.34;39.15;23.02;83.74;-11.68;-44.59
2022-06-04;C.A.0.B;19.98;81.78;29.81;93.22;-9.83;-11.44
2022-08-25;C.C.3.A;12.29;71.09;16.67;5.38;-4.38;65.71
