day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-13;D.A.3.B;12.14;31.5;25.59;83.48;-13.45;-51.98
2020-05-19;B.A.2.B;25.51;12.08;14.89;99.36;10.62;-87.28
2020-06-21;D.D.1.C;17.76;0.18;36.6;64.35;-18.84;-64.17
2020-08-07;B.E.S.A;30.13;50.06;19.75;15.91;10.38;34.15
2020-08-26;D.A.0.E;36.89;57.38;13.86;73.63;23.03;-16.25
2020-11-17;A.A.3.A;14.59;25.86;11.81;84.44;2.78;-58.58
2021-05-28;D.A.2.C;24.61;71.14;27.42;13.79;-2.81;57.35
2021-06-16;C.B.3.E;25.85;90.24;19.55;77.89;6.3;12.35
2021-06-17;B.C.2.C;34.58;71.96;15.54;42.28;19.04;29.68
2021-09-23;A.D.3.D;12.41;66.9;20.39;83.58;-7.98;-16.68
2021-11-10;D.D.3.E;33.0;92.65;21.85;51.07;11.15;41.58
2021-11-22;A.C.1.A;31.46;87.4;32.82;14.09;-1.36;73.31
2021-11-22;E.C.S.E;28.47;89.15;32.67;7.23;-4.2;81.92
2022-01-09;A.D.0.A;34.82;14.95;24.15;68.56;10.67;-53.61
2022-04-05;E.E.S.E;27.58;69.23;26.2;76.79;1.38;-7.56
2022-06-08;E.C.1.E;32.95;56.81;14.74;9.95;18.21;46.86
2022-06-09;C.B.1.B;17.19;0.17;21.99;38.93;-4.8;-38.76
2022-06-13;E.B.0.D;20.15;75.96;20.16;85.49;-0.01;-9.53
2021-12-07;C.E.0.D;36.73;19.39;35.72;13.8;1.01;5.59
