day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-21;D.B.0.B;33.29;54.61;17.84;79.16;15.45;-24.55
2020-06-25;A.C.S.A;24.07;93.37;18.16;74.27;5.91;19.1
2020-09-18;C.D.3.A;27.92;86.4;12.86;19.8;15.06;66.6
2020-12-06;C.A.3.D;13.72;95.17;11.49;34.98;2.23;60.19
2020-12-12;D.E.2.C;15.88;43.09;20.73;82.58;-4.85;-39.49
2021-04-01;A.B.0.B;23.45;76.84;32.15;77.71;-8.7;-0.87
2021-04-01;E.A.1.E;13.86;44.22;24.6;30.72;-10.74;13.5
2021-07-08;B.B.2.E;26.98;20.2;26.57;82.97;0.41;-62.77
2021-07-25;A.E.S.E;24.73;49.69;35.79;68.85;-11.06;-19.16
2021-08-10;B.E.3.E;10.52;87.33;10.97;12.52;-0.45;74.81
2021-08-28;E.C.0.E;10.57;33.84;37.27;5.9;-26.7;27.94
2021-12-16;D.B.2.C;23.6;26.66;21.31;17.38;2.29;9.28
2022-05-10;D.C.0.D;30.03;77.68;34.41;67.58;-4.38;10.1
2022-06-12;C.C.S.A;20.2;87.63;36.41;70.51;-16.21;17.12
2022-06-26;E.A.3.A;11.37;92.6;33.42;57.26;-22.05;35.34
2022-08-25;B.A.2.E;26.39;53.03;21.79;82.21;4.6;-29.18
2021-05-13;B.E.0.A;19.14;24.01;34.8;81.76;-15.66;-57.75
