day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;A.E.0.C;28.35;27.81;12.89;80.41;15.46;-52.6
2020-05-28;B.B.0.E;36.11;9.86;22.84;49.4;13.27;-39.54
2020-06-15;C.C.2.D;26.77;25.93;12.83;0.91;13.94;25.02
2020-07-15;C.D.S.B;25.08;86.66;14.14;54.33;10.94;32.33
2020-08-16;D.A.0.B;12.66;70.3;22.38;95.67;-9.72;-25.37
2020-09-01;A.B.3.B;17.99;21.42;37.1;83.47;-19.11;-62.05
2020-10-24;B.A.S.D;23.81;20.19;26.68;64.83;-2.87;-44.64
2020-10-29;B.C.3.A;33.4;41.37;31.77;44.02;1.63;-2.65
2020-12-29;D.C.3.A;36.48;11.15;29.09;89.89;7.39;-78.74
2021-02-27;E.A.S.A;35.93;4.54;13.54;49.38;22.39;-44.84
2021-03-06;E.E.3.A;34.21;72.56;34.97;18.59;-0.76;53.97
2021-03-17;B.A.0.C;36.47;17.84;29.18;92.38;7.29;-74.54
2021-03-26;D.A.1.B;17.22;74.7;23.55;2.1;-6.33;72.6
2021-05-04;E.E.S.C;24.65;95.66;12.29;84.38;12.36;11.28
2021-07-31;E.B.1.B;31.59;51.26;34.76;41.31;-3.17;9.95
2021-08-19;C.D.3.D;16.72;74.45;18.97;54.37;-2.25;20.08
2021-08-26;B.D.1.C;22.02;10.85;27.08;15.99;-5.06;-5.14
2021-09-02;E.A.2.E;19.78;11.2;34.18;45.72;-14.4;-34.52
2021-09-11;A.A.S.A;14.65;59.06;30.79;23.87;-16.14;35.19
2021-09-27;A.E.2.D;17.2;27.67;28.19;99.02;-10.99;-71.35
2021-10-02;E.B.0.A;15.78;92.6;27.44;11.06;-11.66;81.54
2022-01-17;E.D.S.C;23.26;90.37;15.71;29.51;7.55;60.86
2022-03-03;B.B.S.C;32.86;68.54;13.2;27.03;19.66;41.51
2022-03-22;D.C.0.E;17.01;87.24;14.8;40.25;2.21;46.99
2022-04-15;D.E.0.B;33.26;87.12;26.89;68.28;6.37;18.84
2022-06-08;B.D.S.B;15.57;52.7;15.93;55.31;-0.36;-2.61
2022-06-18;C.B.0.E;22.45;23.51;24.59;90.51;-2.14;-67.0
2022-05-23;E.A.0.B;30.66;44.39;34.49;81.71;-3.83;-37.32
2022-06-18;A.C.3.A;29.28;25.18;22.72;71.9;6.56;-46.72
2022-07-27;C.D.S.E;23.31;61.28;30.46;13.56;-7.15;47.72
