day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-21;D.E.2.A;17.23;89.58;13.24;64.44;3.99;25.14
2020-05-02;D.D.2.E;36.46;77.04;26.65;50.52;9.81;26.52
2020-05-05;C.E.S.B;11.37;11.07;12.23;75.03;-0.86;-63.96
2020-05-14;C.E.1.D;15.37;97.41;19.19;11.37;-3.82;86.04
2020-06-05;C.D.S.D;32.65;91.11;26.74;42.85;5.91;48.26
2020-07-10;E.E.1.C;35.14;88.51;28.12;60.99;7.02;27.52
2020-07-14;E.B.3.D;16.73;88.89;21.02;73.76;-4.29;15.13
2020-08-06;D.E.3.E;20.24;38.68;18.23;83.53;2.01;-44.85
2020-08-28;C.A.1.D;32.97;67.26;36.51;9.01;-3.54;58.25
2020-09-02;C.B.1.E;30.17;79.91;32.09;45.56;-1.92;34.35
2020-10-29;C.E.0.D;15.92;58.18;14.18;23.45;1.74;34.73
2020-11-08;C.C.2.B;22.72;66.89;31.63;18.54;-8.91;48.35
2020-12-18;A.C.3.B;31.98;8.3;12.41;75.45;19.57;-67.15
2021-01-01;E.B.S.C;13.01;33.05;11.89;22.74;1.12;10.31
2021-02-14;D.E.1.B;25.94;98.71;30.13;32.88;-4.19;65.83
2021-04-26;D.A.2.A;10.33;29.21;24.72;59.1;-14.39;-29.89
2021-05-16;D.D.S.E;27.29;59.85;17.72;54.45;9.57;5.4
2021-05-23;E.C.3.B;12.75;85.71;26.7;21.64;-13.95;64.07
2021-05-25;B.A.S.E;20.67;40.47;14.82;57.96;5.85;-17.49
2021-11-02;B.E.2.A;18.48;3.5;19.84;2.46;-1.36;1.04
2021-12-27;E.B.3.E;11.7;74.43;35.29;75.79;-23.59;-1.36
2022-03-24;B.C.3.E;32.32;41.14;21.72;41.29;10.6;-0.15
2022-05-18;B.E.1.C;36.15;4.1;37.29;41.32;-1.14;-37.22
