day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;B.C.S.A;31.91;52.14;31.64;41.5;0.27;10.64
2020-04-24;C.A.0.E;35.72;28.42;37.29;91.65;-1.57;-63.23
2020-04-29;E.B.S.D;13.89;26.35;26.43;61.64;-12.54;-35.29
2020-05-17;A.E.3.D;17.89;58.28;17.64;34.72;0.25;23.56
2020-05-21;E.B.2.A;33.44;84.92;33.75;13.77;-0.31;71.15
2020-06-15;E.B.3.A;17.07;66.52;23.09;35.44;-6.02;31.08
2020-06-19;D.C.2.B;37.24;70.68;36.23;68.6;1.01;2.08
2020-07-29;E.C.1.D;22.17;26.3;24.77;7.15;-2.6;19.15
2020-10-12;E.D.3.D;10.48;24.54;20.16;52.73;-9.68;-28.19
2020-11-13;A.B.3.D;22.12;27.47;12.8;69.23;9.32;-41.76
2020-12-22;B.A.0.B;20.61;49.78;24.89;83.86;-4.28;-34.08
2021-01-07;A.B.2.D;17.7;35.06;31.71;10.25;-14.01;24.81
2021-05-26;C.A.0.C;35.74;64.11;23.38;75.15;12.36;-11.04
2021-06-06;A.E.1.D;11.2;88.34;36.45;58.38;-25.25;29.96
2021-06-11;C.C.3.D;17.95;31.49;12.82;1.99;5.13;29.5
2021-06-19;A.A.2.A;17.32;22.88;23.95;29.58;-6.63;-6.7
2021-09-07;E.C.1.A;12.1;64.89;26.09;20.14;-13.99;44.75
2021-11-04;D.E.3.C;10.41;82.99;10.27;57.55;0.14;25.44
2021-11-12;C.A.S.A;23.09;44.54;30.85;45.97;-7.76;-1.43
2022-07-02;E.D.2.E;23.09;36.57;37.06;62.82;-13.97;-26.25
2022-07-06;C.D.2.E;32.52;30.43;11.42;9.48;21.1;20.95
