day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;E.D.0.E;11.53;24.61;24.34;87.24;-12.81;-62.63
2020-05-28;A.A.S.D;12.14;53.15;12.47;22.69;-0.33;30.46
2020-06-16;A.E.1.C;16.62;25.01;13.8;59.47;2.82;-34.46
2020-08-15;E.B.0.C;10.07;93.07;16.65;31.28;-6.58;61.79
2020-11-29;D.A.2.A;25.56;76.49;25.27;55.07;0.29;21.42
2020-12-30;A.E.1.B;14.16;71.28;19.95;13.58;-5.79;57.7
2021-01-15;A.E.0.D;32.49;64.48;11.65;60.18;20.84;4.3
2021-04-11;D.A.3.B;16.27;80.56;14.12;41.69;2.15;38.87
2021-06-14;B.C.S.C;21.72;17.36;17.73;83.7;3.99;-66.34
2021-08-06;E.A.2.B;18.65;94.48;12.01;78.43;6.64;16.05
2021-08-16;B.D.3.C;15.12;58.43;27.78;51.31;-12.66;7.12
2021-10-09;B.E.3.C;33.24;5.47;27.58;98.16;5.66;-92.69
2021-12-05;C.A.2.C;14.83;74.24;28.05;11.66;-13.22;62.58
2022-02-12;D.D.0.D;12.33;99.39;22.78;40.27;-10.45;59.12
2022-04-24;D.C.3.A;29.49;85.36;33.91;86.56;-4.42;-1.2
2022-06-06;D.C.0.C;22.96;33.78;34.22;73.61;-11.26;-39.83
2021-02-16;C.D.0.C;11.15;70.71;14.75;29.5;-3.6;41.21
2021-06-23;E.B.3.B;19.13;97.84;25.38;17.12;-6.25;80.72
2022-02-05;C.D.2.B;24.43;10.32;35.23;16.16;-10.8;-5.84
2022-03-31;E.C.0.C;15.22;90.49;15.19;13.29;0.03;77.2
