day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-29;B.B.1.E;15.51;29.92;15.21;54.47;0.3;-24.55
2020-06-14;D.B.2.B;18.11;71.07;23.16;35.64;-5.05;35.43
2020-06-24;D.D.2.B;16.35;41.99;26.16;20.57;-9.81;21.42
2020-07-06;C.C.S.A;32.13;49.01;24.35;20.68;7.78;28.33
2020-08-14;E.B.3.A;14.83;7.32;17.86;45.34;-3.03;-38.02
2020-09-04;B.B.1.A;36.4;25.36;16.79;17.79;19.61;7.57
2020-10-11;A.A.3.E;29.5;30.32;35.09;69.41;-5.59;-39.09
2020-11-27;C.D.3.C;21.16;63.64;29.89;91.08;-8.73;-27.44
2021-05-09;E.E.2.D;13.45;36.28;23.77;13.86;-10.32;22.42
2021-07-21;E.B.1.A;15.95;47.1;33.45;64.85;-17.5;-17.75
2021-07-23;A.C.3.E;35.7;99.94;32.94;71.37;2.76;28.57
2021-07-24;D.C.3.A;15.52;94.65;25.14;61.84;-9.62;32.81
2021-09-23;B.A.3.C;15.27;42.38;30.05;29.07;-14.78;13.31
2021-10-26;C.E.S.D;24.66;97.11;13.59;63.42;11.07;33.69
2022-03-20;C.D.3.B;34.86;75.85;12.13;84.02;22.73;-8.17
2022-04-08;A.D.3.B;27.6;72.89;17.76;37.53;9.84;35.36
2022-04-19;E.E.3.D;15.05;5.54;23.12;19.89;-8.07;-14.35
2022-06-13;D.C.2.C;10.13;54.47;25.74;30.01;-15.61;24.46
2022-06-20;A.E.3.E;30.09;84.61;35.17;7.73;-5.08;76.88
2022-06-28;D.C.1.A;28.76;66.66;10.32;66.99;18.44;-0.33
2022-07-12;E.C.S.B;26.1;63.72;23.61;25.08;2.49;38.64
2021-04-19;E.A.0.D;15.99;11.0;36.43;23.31;-20.44;-12.31
2022-02-27;B.B.S.E;17.69;10.2;27.49;54.61;-9.8;-44.41
2022-05-28;B.D.0.A;28.12;2.45;30.66;76.39;-2.54;-73.94
2022-07-24;A.D.0.D;15.4;62.55;35.33;5.11;-19.93;57.44
