day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-06;E.E.0.D;31.92;48.57;29.24;58.93;2.68;-10.36
2020-04-18;E.A.2.D;36.1;16.11;23.42;54.17;12.68;-38.06
2020-04-30;C.C.2.E;13.84;76.29;18.3;59.59;-4.46;16.7
2020-05-23;C.C.3.B;35.44;84.72;28.81;79.78;6.63;4.94
2020-07-11;B.C.S.A;14.49;46.18;10.1;88.08;4.39;-41.9
2020-09-03;D.D.1.D;37.4;94.64;22.68;70.07;14.72;24.57
2020-10-10;B.E.S.A;12.18;93.59;30.03;48.45;-17.85;45.14
2020-10-15;D.D.3.E;10.26;21.46;36.85;4.34;-26.59;17.12
2020-11-02;A.D.3.D;35.19;14.51;12.97;25.5;22.22;-10.99
2020-11-13;A.E.0.D;21.37;1.45;25.08;5.45;-3.71;-4.0
2021-01-05;D.E.3.E;24.58;59.9;36.61;5.82;-12.03;54.08
2021-01-22;C.C.1.B;28.95;95.76;12.99;59.35;15.96;36.41
2021-04-21;D.C.S.C;32.68;90.67;16.69;33.53;15.99;57.14
2021-04-25;E.B.S.C;28.06;52.34;30.98;96.83;-2.92;-44.49
2021-07-13;A.D.1.B;18.33;18.46;30.19;90.07;-11.86;-71.61
2021-07-18;B.A.S.C;25.93;24.87;24.62;27.85;1.31;-2.98
2021-11-21;A.A.1.E;22.25;73.53;31.0;70.44;-8.75;3.09
2021-12-03;E.C.0.E;24.14;39.56;29.84;4.28;-5.7;35.28
2022-02-21;B.E.0.A;21.87;59.94;35.3;91.51;-13.43;-31.57
2022-04-24;B.D.1.C;16.04;8.37;23.97;21.33;-7.93;-12.96
2022-05-17;D.A.2.B;28.78;46.1;15.7;44.88;13.08;1.22
2022-05-27;B.A.0.C;32.16;58.44;15.25;43.06;16.91;15.38
2022-06-17;E.B.2.C;36.38;26.99;35.08;86.82;1.3;-59.83
2022-02-08;E.A.0.D;12.19;37.4;13.94;65.95;-1.75;-28.55
