day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-01;D.D.3.C;23.39;56.97;26.34;84.94;-2.95;-27.97
2020-08-26;A.A.0.D;21.37;81.68;13.68;11.17;7.69;70.51
2020-09-16;C.D.S.E;26.62;57.13;28.63;71.17;-2.01;-14.04
2020-10-29;B.B.0.C;31.58;64.59;33.75;40.21;-2.17;24.38
2021-05-18;C.A.2.E;30.55;86.9;27.94;50.11;2.61;36.79
2021-06-05;D.C.S.D;29.04;41.45;15.12;50.56;13.92;-9.11
2021-08-11;B.B.3.A;25.47;57.17;19.06;4.63;6.41;52.54
2021-08-28;B.D.S.E;33.99;28.93;32.21;80.98;1.78;-52.05
2021-09-11;D.D.2.C;15.56;41.21;21.67;89.15;-6.11;-47.94
2021-09-30;C.E.0.E;36.29;4.15;35.55;61.21;0.74;-57.06
2021-10-14;E.E.S.E;33.69;30.19;21.42;56.64;12.27;-26.45
2021-11-21;B.A.1.D;26.6;44.76;11.72;28.1;14.88;16.66
2021-12-22;A.D.S.B;12.03;96.29;14.21;37.39;-2.18;58.9
2022-02-06;E.B.1.E;22.65;96.95;24.04;99.1;-1.39;-2.15
2022-02-12;C.C.0.E;11.2;44.29;23.96;75.46;-12.76;-31.17
2022-07-28;B.C.1.A;34.59;30.7;25.13;19.57;9.46;11.13
2021-04-14;A.D.0.E;16.13;47.16;34.13;39.8;-18.0;7.36
2022-01-12;D.D.3.E;28.45;20.2;20.9;58.0;7.55;-37.8
